4,"select s.ra,s.dec,s.z,s.mstellar_median from stellarMassPCAWiscBC0# as s where s.plate=# and s.mjd=# and s.fiberid=#"
2019-11-05 19:02:00,1
2019-11-05 19:10:00,1
2019-11-05 20:35:00,1
2019-11-05 20:40:00,1
