509,select * from fDocFunctionParams(&&&)
2019-10-09 02:10:00,1
2019-10-09 02:46:00,1
2019-10-09 03:36:00,1
2019-10-09 07:03:00,1
2019-10-09 10:54:00,1
2019-10-09 11:15:00,1
2019-10-09 11:54:00,1
2019-10-09 12:03:00,1
2019-10-09 12:04:00,4
2019-10-09 12:05:00,7
2019-10-09 12:06:00,6
2019-10-09 12:07:00,7
2019-10-09 12:08:00,5
2019-10-09 12:09:00,5
2019-10-09 12:10:00,7
2019-10-09 12:11:00,4
2019-10-09 12:12:00,8
2019-10-09 12:13:00,4
2019-10-09 12:14:00,6
2019-10-09 12:15:00,3
2019-10-09 12:16:00,8
2019-10-09 12:17:00,6
2019-10-09 12:18:00,6
2019-10-09 12:19:00,5
2019-10-09 12:20:00,16
2019-10-09 12:21:00,16
2019-10-09 12:22:00,7
2019-10-09 12:23:00,4
2019-10-09 12:24:00,4
2019-10-09 12:25:00,2
2019-10-09 12:26:00,1
2019-10-09 12:27:00,8
2019-10-09 12:28:00,6
2019-10-09 12:29:00,3
2019-10-09 12:30:00,4
2019-10-09 12:31:00,5
2019-10-09 12:32:00,5
2019-10-09 12:33:00,6
2019-10-09 12:34:00,1
2019-10-09 12:35:00,8
2019-10-09 12:36:00,5
2019-10-09 12:37:00,7
2019-10-09 12:38:00,1
2019-10-09 12:39:00,5
2019-10-09 12:40:00,5
2019-10-09 12:41:00,7
2019-10-09 12:42:00,2
2019-10-09 12:43:00,8
2019-10-09 12:44:00,2
2019-10-09 12:45:00,10
2019-10-09 12:46:00,2
2019-10-09 12:47:00,3
2019-10-09 12:48:00,1
2019-10-09 12:49:00,4
2019-10-09 12:52:00,9
2019-10-09 12:53:00,1
2019-10-09 13:27:00,11
2019-10-09 13:28:00,18
2019-10-09 13:29:00,17
2019-10-09 13:30:00,3
2019-10-09 13:31:00,13
2019-10-09 13:32:00,21
2019-10-09 13:33:00,21
2019-10-09 13:34:00,15
2019-10-09 13:35:00,18
2019-10-09 13:36:00,17
2019-10-09 13:37:00,19
2019-10-09 13:38:00,14
2019-10-09 13:39:00,9
2019-10-09 13:42:00,1
2019-10-09 13:44:00,14
2019-10-09 13:45:00,16
2019-10-09 13:46:00,5
2019-10-09 14:23:00,1
2019-10-09 15:40:00,1
2019-10-09 15:41:00,2
2019-10-09 16:25:00,1
2019-10-09 16:35:00,1
2019-10-09 17:03:00,1
2019-10-09 17:25:00,1
2019-10-09 22:32:00,1
2019-10-09 23:21:00,1
