3201,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-10-09 12:30:00,67
2019-10-09 12:31:00,148
2019-10-09 12:32:00,163
2019-10-09 12:33:00,237
2019-10-09 12:35:00,150
2019-10-09 12:36:00,94
2019-10-09 12:38:00,19
2019-10-09 12:39:00,120
2019-10-09 12:40:00,238
2019-10-09 12:41:00,207
2019-10-09 12:42:00,264
2019-10-09 12:43:00,96
2019-10-09 12:44:00,44
2019-10-09 12:45:00,41
2019-10-09 12:46:00,148
2019-10-09 12:47:00,103
2019-10-09 12:48:00,90
2019-10-09 12:49:00,80
2019-10-09 12:50:00,263
2019-10-09 12:51:00,45
2019-10-09 12:54:00,341
2019-10-09 12:55:00,243
