2,"select TOP # plate,MJD,fiberID from SpecObj where class = &&& and waveMin <= # and waveMax >= # and snMedian_g ># AND snMedian_g < # and subclass LIKE &&&"
2019-10-09 07:13:00,1
2019-10-09 07:14:00,1
