275,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=# AND s.mjd=# AND s.fiberid=#)"
2019-10-09 11:22:00,3
2019-10-09 11:23:00,11
2019-10-09 11:24:00,9
2019-10-09 11:25:00,13
2019-10-09 11:26:00,11
2019-10-09 11:27:00,8
2019-10-09 11:28:00,6
2019-10-09 11:29:00,5
2019-10-09 11:30:00,7
2019-10-09 11:31:00,7
2019-10-09 11:32:00,10
2019-10-09 11:33:00,15
2019-10-09 11:34:00,6
2019-10-09 11:35:00,6
2019-10-09 11:36:00,4
2019-10-09 11:37:00,7
2019-10-09 11:38:00,5
2019-10-09 11:39:00,9
2019-10-09 11:40:00,8
2019-10-09 11:41:00,12
2019-10-09 11:42:00,7
2019-10-09 11:43:00,6
2019-10-09 11:44:00,5
2019-10-09 11:45:00,8
2019-10-09 11:46:00,5
2019-10-09 11:47:00,5
2019-10-09 11:48:00,8
2019-10-09 11:49:00,6
2019-10-09 11:50:00,8
2019-10-09 11:51:00,8
2019-10-09 11:52:00,10
2019-10-09 11:53:00,16
2019-10-09 11:54:00,8
2019-10-09 11:55:00,6
2019-10-09 11:56:00,5
2019-10-09 11:57:00,2
