7,"select plate,MJD,fiberID,subClass from SpecObj where class = &&& and waveMin <= # and waveMax >= # and snMedian_g > # and snMedian_g < # and subclass = &&&"
2019-10-09 06:27:00,2
2019-10-09 06:28:00,3
2019-10-09 06:29:00,1
2019-10-09 06:30:00,1
