6,"select top # p.ra, p.dec, p.deVRad_r, q.z from galaxy p, dbo.fgetNearByObjEq(#,+#,#) n, galSpecInfo q where p.objid=n.objid and p.specObjID=q.specObjID and p.specObjID<># and q.z>#"
2019-10-09 19:21:00,1
2019-10-09 19:22:00,1
2019-10-09 19:23:00,1
2019-10-09 22:38:00,1
2019-10-09 22:39:00,1
2019-10-09 22:41:00,1
