109,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-10-09 01:17:00,1
2019-10-09 01:22:00,1
2019-10-09 01:36:00,1
2019-10-09 01:37:00,1
2019-10-09 01:39:00,3
2019-10-09 01:41:00,2
2019-10-09 01:42:00,1
2019-10-09 01:43:00,1
2019-10-09 01:44:00,1
2019-10-09 01:48:00,1
2019-10-09 01:50:00,1
2019-10-09 01:56:00,2
2019-10-09 01:57:00,2
2019-10-09 01:58:00,1
2019-10-09 01:59:00,1
2019-10-09 02:00:00,1
2019-10-09 02:01:00,1
2019-10-09 02:07:00,2
2019-10-09 02:08:00,2
2019-10-09 02:09:00,1
2019-10-09 02:10:00,2
2019-10-09 02:12:00,3
2019-10-09 02:13:00,3
2019-10-09 02:15:00,5
2019-10-09 02:16:00,2
2019-10-09 02:17:00,2
2019-10-09 02:18:00,4
2019-10-09 02:19:00,3
2019-10-09 02:20:00,3
2019-10-09 02:21:00,4
2019-10-09 02:22:00,2
2019-10-09 02:23:00,4
2019-10-09 02:24:00,3
2019-10-09 02:25:00,1
2019-10-09 02:26:00,3
2019-10-09 02:27:00,3
2019-10-09 02:28:00,3
2019-10-09 02:29:00,5
2019-10-09 02:30:00,4
2019-10-09 02:31:00,1
2019-10-09 02:32:00,2
2019-10-09 02:33:00,5
2019-10-09 02:34:00,1
2019-10-09 02:35:00,2
2019-10-09 05:24:00,1
2019-10-09 07:33:00,1
2019-10-09 08:54:00,1
2019-10-09 09:37:00,1
2019-10-09 10:48:00,2
2019-10-09 12:01:00,1
2019-10-09 14:38:00,1
2019-10-09 16:31:00,1
2019-10-09 16:43:00,1
2019-10-09 19:31:00,1
2019-10-09 22:25:00,1
