2,"select FRII.*, zoo.* from dr1#.zooSpec as zoo, MyDB.StageOneFRII as FRII where FRII.SDSS_ID = zoo.objID   into MYDB.StageTwoFRII"
2019-10-09 10:51:00,1
2019-10-09 12:15:00,1
