9,select top # * from [giantIDs]
2019-10-09 17:50:00,2
2019-10-09 18:17:00,2
2019-10-09 18:33:00,1
2019-10-09 18:35:00,1
2019-10-09 18:39:00,1
2019-10-09 18:42:00,1
2019-10-09 18:48:00,1
