8,"select plate,MJD,fiberID,subClass from SpecObj where class = &&& and waveMin <= # and waveMax >= # and snMedian_g ># and snMedian_g <# and subclass = &&&"
2019-10-09 06:32:00,1
2019-10-09 06:33:00,7
