337,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-10-09 00:14:00,6
2019-10-09 00:15:00,7
2019-10-09 00:16:00,18
2019-10-09 00:17:00,21
2019-10-09 00:18:00,17
2019-10-09 00:19:00,18
2019-10-09 00:20:00,18
2019-10-09 00:21:00,18
2019-10-09 00:22:00,16
2019-10-09 00:23:00,16
2019-10-09 00:24:00,17
2019-10-09 00:25:00,3
2019-10-09 00:30:00,21
2019-10-09 00:31:00,23
2019-10-09 00:32:00,22
2019-10-09 00:33:00,22
2019-10-09 00:34:00,20
2019-10-09 00:35:00,17
2019-10-09 00:36:00,21
2019-10-09 00:37:00,16
