171,select * from galSpecIndx where specObjId=#
2019-12-13 01:07:00,1
2019-12-13 06:13:00,1
2019-12-13 06:37:00,1
2019-12-13 06:55:00,1
2019-12-13 09:45:00,1
2019-12-13 09:54:00,1
2019-12-13 10:02:00,1
2019-12-13 10:03:00,1
2019-12-13 10:06:00,1
2019-12-13 10:56:00,1
2019-12-13 11:25:00,1
2019-12-13 13:23:00,2
2019-12-13 13:53:00,1
2019-12-13 14:07:00,1
2019-12-13 14:52:00,1
2019-12-13 15:02:00,1
2019-12-13 15:41:00,1
2019-12-13 17:14:00,1
2019-12-13 17:33:00,9
2019-12-13 17:34:00,30
2019-12-13 17:35:00,40
2019-12-13 17:36:00,15
2019-12-13 17:40:00,1
2019-12-13 17:48:00,9
2019-12-13 17:49:00,17
2019-12-13 17:50:00,1
2019-12-13 18:11:00,1
2019-12-13 18:14:00,1
2019-12-13 18:50:00,1
2019-12-13 21:27:00,1
2019-12-13 21:35:00,1
2019-12-13 21:52:00,1
2019-12-13 21:53:00,1
2019-12-13 22:37:00,1
2019-12-13 22:46:00,1
2019-12-13 23:00:00,3
2019-12-13 23:01:00,13
2019-12-13 23:02:00,4
2019-12-13 23:14:00,1
