2,"SELECT up_id, (SELECT apstar_id FROM fGetNearestApogeeStarEq(up_ra,up_dec,#)) as apstar_id   FROM #upload WHERE (SELECT ap"
2019-12-13 21:31:00,1
2019-12-13 21:33:00,1
