2,"SELECT   p.allamID,p.specObjID,   s.specObjID as specObjID_s,s.mjd,s.plate,s.tile,s.xFocal,s.yFocal,s.fiberID,   s.z,s.zErr,s.class,s.zWarning,s.velDisp,s.velDispErr,   s.snMedian_u,s.snMedian_g,s.snMedian_r,s.snMedian_i,s.snMedian_z,   z.synthU,z.synthG,z.synthR,z.synthI,z.synthZ,   s.ra as ra_s,s.dec as dec_s,s.cx as cx_s,s.cy as cy_s,s.cz as cz_s,s.htmID as htmID_s,   s.primTarget,s.secTarget,s.sciencePrimary,s.loadVersion,s.plateID,   s.spectrographID,dbo.fSourceType(s.sourceType) as objType,s.sourceType as objTypeName,s.targetObjID,s.bestObjID,    z.kcorrU,z.kcorrG,z.kcorrR,z.kcorrI,z.kcorrZ,   z.kcorrU0#,z.kcorrG0#,z.kcorrR0#,z.kcorrI0#,z.kcorrZ0# into mydb.spectra1 FROM mydb.pmetric1 as p   JOIN SpecObjAll as s ON s.bestObjID=p.objID and s.specObjID=p.specObjID   JOIN PhotoZ as z ON z.objID=p.objID WHERE   s.specObjID=p.specObjID ORDER BY   p.allamID"
2019-12-13 04:23:00,1
2019-12-13 04:24:00,1
