148,select * from sppParams where specObjId=#
2019-12-13 03:19:00,1
2019-12-13 03:52:00,1
2019-12-13 05:13:00,1
2019-12-13 09:16:00,1
2019-12-13 13:01:00,1
2019-12-13 14:09:00,1
2019-12-13 17:39:00,13
2019-12-13 17:40:00,28
2019-12-13 20:24:00,2
2019-12-13 20:25:00,1
2019-12-13 20:26:00,2
2019-12-13 20:27:00,1
2019-12-13 20:28:00,2
2019-12-13 20:29:00,1
2019-12-13 20:30:00,2
2019-12-13 20:31:00,1
2019-12-13 20:32:00,2
2019-12-13 20:33:00,1
2019-12-13 20:34:00,2
2019-12-13 22:20:00,1
2019-12-13 22:53:00,9
2019-12-13 22:54:00,10
2019-12-13 22:55:00,8
2019-12-13 22:56:00,10
2019-12-13 22:57:00,11
2019-12-13 22:58:00,15
2019-12-13 22:59:00,14
2019-12-13 23:00:00,6
