2,"SELECT TOP #  s.plate,s.mjd,s.fiberid,s.z,s.zErr,s.zWarning,s.class,cast(str(s.ra,#,#) as float) as ra,cast(str(s.[dec],#,#) as float) as dec  FROM ..SpecObj as s  WHERE s.z > # AND s.zWarning = # AND (s.class = &&&) AND s.z < # AND (s.boss_target1 & (dbo.fBossTarget1(&&&)) != #)"
2019-12-13 11:02:00,1
2019-12-13 11:03:00,1
