7,select top # * from [pmetric1]
2019-12-13 00:03:00,1
2019-12-13 00:06:00,1
2019-12-13 03:36:00,2
2019-12-13 03:40:00,1
2019-12-13 04:06:00,1
2019-12-13 04:07:00,1
