22,select * from emissionLinesPort where specObjId=#
2019-12-13 00:10:00,1
2019-12-13 00:44:00,1
2019-12-13 01:36:00,1
2019-12-13 08:52:00,1
2019-12-13 09:03:00,1
2019-12-13 09:25:00,1
2019-12-13 10:46:00,1
2019-12-13 11:17:00,1
2019-12-13 12:57:00,2
2019-12-13 12:58:00,1
2019-12-13 15:34:00,1
2019-12-13 16:53:00,1
2019-12-13 17:11:00,1
2019-12-13 18:04:00,1
2019-12-13 19:49:00,1
2019-12-13 19:53:00,1
2019-12-13 21:14:00,1
2019-12-13 22:35:00,1
2019-12-13 23:09:00,1
2019-12-13 23:24:00,2
