91,select * from galSpecLine where specObjId=#
2019-12-13 01:26:00,1
2019-12-13 01:32:00,1
2019-12-13 02:05:00,1
2019-12-13 03:12:00,1
2019-12-13 03:40:00,1
2019-12-13 03:44:00,1
2019-12-13 03:53:00,1
2019-12-13 04:44:00,1
2019-12-13 05:00:00,1
2019-12-13 05:11:00,1
2019-12-13 06:40:00,1
2019-12-13 06:46:00,1
2019-12-13 06:52:00,1
2019-12-13 09:35:00,1
2019-12-13 09:40:00,1
2019-12-13 11:10:00,1
2019-12-13 11:11:00,1
2019-12-13 11:44:00,1
2019-12-13 12:25:00,1
2019-12-13 12:34:00,1
2019-12-13 14:22:00,1
2019-12-13 14:58:00,1
2019-12-13 15:17:00,1
2019-12-13 15:20:00,1
2019-12-13 15:41:00,1
2019-12-13 16:09:00,1
2019-12-13 16:31:00,1
2019-12-13 16:53:00,1
2019-12-13 17:38:00,34
2019-12-13 17:39:00,4
2019-12-13 19:42:00,1
2019-12-13 21:25:00,1
2019-12-13 22:48:00,6
2019-12-13 22:49:00,5
2019-12-13 22:50:00,5
2019-12-13 22:51:00,4
2019-12-13 23:01:00,2
2019-12-13 23:33:00,1
