202,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-07-24 00:45:00,1
2019-07-24 01:45:00,1
2019-07-24 02:46:00,1
2019-07-24 03:13:00,9
2019-07-24 03:45:00,1
2019-07-24 04:36:00,1
2019-07-24 04:40:00,1
2019-07-24 04:45:00,1
2019-07-24 04:48:00,1
2019-07-24 04:54:00,1
2019-07-24 05:00:00,1
2019-07-24 05:02:00,1
2019-07-24 05:05:00,1
2019-07-24 05:08:00,1
2019-07-24 05:09:00,1
2019-07-24 05:11:00,1
2019-07-24 05:13:00,1
2019-07-24 05:15:00,1
2019-07-24 05:16:00,1
2019-07-24 05:19:00,1
2019-07-24 05:20:00,1
2019-07-24 05:22:00,1
2019-07-24 05:25:00,1
2019-07-24 05:27:00,1
2019-07-24 05:32:00,2
2019-07-24 05:34:00,1
2019-07-24 05:38:00,1
2019-07-24 05:45:00,1
2019-07-24 05:49:00,1
2019-07-24 05:51:00,1
2019-07-24 05:53:00,1
2019-07-24 05:56:00,1
2019-07-24 06:02:00,1
2019-07-24 06:04:00,1
2019-07-24 06:07:00,1
2019-07-24 06:09:00,1
2019-07-24 06:12:00,1
2019-07-24 06:24:00,12
2019-07-24 06:38:00,1
2019-07-24 06:40:00,1
2019-07-24 06:45:00,2
2019-07-24 07:29:00,9
2019-07-24 07:30:00,1
2019-07-24 07:46:00,1
2019-07-24 07:47:00,1
2019-07-24 07:48:00,8
2019-07-24 07:57:00,9
2019-07-24 08:43:00,1
2019-07-24 08:44:00,1
2019-07-24 08:46:00,1
2019-07-24 08:48:00,1
2019-07-24 08:50:00,2
2019-07-24 08:51:00,10
2019-07-24 08:52:00,1
2019-07-24 08:55:00,1
2019-07-24 09:40:00,1
2019-07-24 09:45:00,3
2019-07-24 09:46:00,4
2019-07-24 09:47:00,4
2019-07-24 09:48:00,4
2019-07-24 09:49:00,3
2019-07-24 09:50:00,1
2019-07-24 10:45:00,1
2019-07-24 11:45:00,1
2019-07-24 12:19:00,9
2019-07-24 12:36:00,1
2019-07-24 12:37:00,8
2019-07-24 12:46:00,1
2019-07-24 13:38:00,1
2019-07-24 13:42:00,1
2019-07-24 13:43:00,1
2019-07-24 13:44:00,1
2019-07-24 13:45:00,1
2019-07-24 13:48:00,1
2019-07-24 13:49:00,1
2019-07-24 13:51:00,1
2019-07-24 13:53:00,1
2019-07-24 13:54:00,1
2019-07-24 14:46:00,1
2019-07-24 15:46:00,1
2019-07-24 15:57:00,1
2019-07-24 16:05:00,9
2019-07-24 16:36:00,1
2019-07-24 16:45:00,1
2019-07-24 16:46:00,9
2019-07-24 16:54:00,1
2019-07-24 16:57:00,1
2019-07-24 17:00:00,1
2019-07-24 17:01:00,1
2019-07-24 17:04:00,1
2019-07-24 17:06:00,2
2019-07-24 17:45:00,1
2019-07-24 18:45:00,1
2019-07-24 19:45:00,1
2019-07-24 20:00:00,1
2019-07-24 20:01:00,8
