1483,select * from PhotoTag where objId=#
2019-07-24 00:00:00,2
2019-07-24 00:01:00,2
2019-07-24 00:02:00,2
2019-07-24 00:03:00,1
2019-07-24 00:04:00,1
2019-07-24 00:05:00,1
2019-07-24 00:07:00,3
2019-07-24 00:09:00,1
2019-07-24 00:11:00,3
2019-07-24 00:13:00,1
2019-07-24 00:14:00,3
2019-07-24 00:15:00,2
2019-07-24 00:18:00,2
2019-07-24 00:19:00,1
2019-07-24 00:20:00,3
2019-07-24 00:21:00,1
2019-07-24 00:23:00,3
2019-07-24 00:24:00,1
2019-07-24 00:25:00,1
2019-07-24 00:26:00,4
2019-07-24 00:27:00,1
2019-07-24 00:28:00,1
2019-07-24 00:30:00,1
2019-07-24 00:32:00,1
2019-07-24 00:34:00,4
2019-07-24 00:37:00,1
2019-07-24 00:39:00,2
2019-07-24 00:40:00,1
2019-07-24 00:41:00,1
2019-07-24 00:42:00,2
2019-07-24 00:46:00,1
2019-07-24 00:48:00,1
2019-07-24 00:49:00,1
2019-07-24 00:50:00,1
2019-07-24 00:51:00,3
2019-07-24 00:52:00,1
2019-07-24 00:58:00,3
2019-07-24 00:59:00,2
2019-07-24 01:00:00,1
2019-07-24 01:01:00,2
2019-07-24 01:03:00,1
2019-07-24 01:04:00,4
2019-07-24 01:05:00,2
2019-07-24 01:06:00,2
2019-07-24 01:07:00,1
2019-07-24 01:09:00,2
2019-07-24 01:10:00,1
2019-07-24 01:11:00,1
2019-07-24 01:12:00,1
2019-07-24 01:20:00,3
2019-07-24 01:21:00,2
2019-07-24 01:23:00,2
2019-07-24 01:24:00,2
2019-07-24 01:26:00,2
2019-07-24 01:27:00,1
2019-07-24 01:28:00,1
2019-07-24 01:29:00,1
2019-07-24 01:30:00,1
2019-07-24 01:31:00,2
2019-07-24 01:32:00,1
2019-07-24 01:33:00,1
2019-07-24 01:34:00,3
2019-07-24 01:37:00,1
2019-07-24 01:38:00,1
2019-07-24 01:40:00,2
2019-07-24 01:41:00,1
2019-07-24 01:42:00,1
2019-07-24 01:43:00,4
2019-07-24 01:44:00,2
2019-07-24 01:45:00,1
2019-07-24 01:46:00,2
2019-07-24 01:48:00,2
2019-07-24 01:49:00,1
2019-07-24 01:51:00,2
2019-07-24 01:53:00,1
2019-07-24 01:55:00,2
2019-07-24 01:56:00,2
2019-07-24 01:57:00,1
2019-07-24 01:59:00,5
2019-07-24 02:02:00,3
2019-07-24 02:04:00,1
2019-07-24 02:05:00,1
2019-07-24 02:06:00,1
2019-07-24 02:07:00,1
2019-07-24 02:08:00,2
2019-07-24 02:09:00,1
2019-07-24 02:10:00,1
2019-07-24 02:12:00,1
2019-07-24 02:13:00,2
2019-07-24 02:14:00,1
2019-07-24 02:15:00,1
2019-07-24 02:17:00,3
2019-07-24 02:18:00,3
2019-07-24 02:19:00,2
2019-07-24 02:22:00,2
2019-07-24 02:23:00,2
2019-07-24 02:24:00,2
2019-07-24 02:26:00,2
2019-07-24 02:27:00,3
2019-07-24 02:29:00,1
2019-07-24 02:30:00,2
2019-07-24 02:32:00,1
2019-07-24 02:34:00,1
2019-07-24 02:35:00,3
2019-07-24 02:37:00,1
2019-07-24 02:38:00,2
2019-07-24 02:39:00,1
2019-07-24 02:43:00,1
2019-07-24 02:45:00,4
2019-07-24 02:46:00,3
2019-07-24 02:48:00,1
2019-07-24 02:49:00,1
2019-07-24 02:50:00,1
2019-07-24 02:52:00,1
2019-07-24 02:53:00,1
2019-07-24 02:54:00,3
2019-07-24 02:57:00,1
2019-07-24 02:59:00,1
2019-07-24 03:00:00,1
2019-07-24 03:03:00,2
2019-07-24 03:04:00,1
2019-07-24 03:05:00,1
2019-07-24 03:07:00,1
2019-07-24 03:08:00,4
2019-07-24 03:09:00,1
2019-07-24 03:11:00,1
2019-07-24 03:12:00,3
2019-07-24 03:13:00,2
2019-07-24 03:17:00,1
2019-07-24 03:19:00,1
2019-07-24 03:20:00,1
2019-07-24 03:21:00,2
2019-07-24 03:26:00,1
2019-07-24 03:27:00,1
2019-07-24 03:28:00,1
2019-07-24 03:30:00,1
2019-07-24 03:32:00,1
2019-07-24 03:33:00,2
2019-07-24 03:36:00,1
2019-07-24 03:38:00,2
