154,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-07-24 09:23:00,2
2019-07-24 09:24:00,2
2019-07-24 09:26:00,2
2019-07-24 09:27:00,2
2019-07-24 09:30:00,2
2019-07-24 09:33:00,2
2019-07-24 09:36:00,2
2019-07-24 09:38:00,2
2019-07-24 09:40:00,1
2019-07-24 09:42:00,3
2019-07-24 09:43:00,1
2019-07-24 09:44:00,2
2019-07-24 09:47:00,3
2019-07-24 09:48:00,1
2019-07-24 09:50:00,1
2019-07-24 09:52:00,2
2019-07-24 09:56:00,1
2019-07-24 09:57:00,3
2019-07-24 09:59:00,1
2019-07-24 10:00:00,1
2019-07-24 10:01:00,1
2019-07-24 10:02:00,2
2019-07-24 10:09:00,1
2019-07-24 10:11:00,2
2019-07-24 10:14:00,1
2019-07-24 10:17:00,1
2019-07-24 10:22:00,2
2019-07-24 10:26:00,2
2019-07-24 13:18:00,2
2019-07-24 13:19:00,2
2019-07-24 13:21:00,2
2019-07-24 13:22:00,4
2019-07-24 13:24:00,2
2019-07-24 13:25:00,4
2019-07-24 13:27:00,2
2019-07-24 13:28:00,4
2019-07-24 13:30:00,2
2019-07-24 13:32:00,1
2019-07-24 13:33:00,2
2019-07-24 13:34:00,2
2019-07-24 13:35:00,1
2019-07-24 13:36:00,1
2019-07-24 13:38:00,1
2019-07-24 13:46:00,2
2019-07-24 13:48:00,2
2019-07-24 13:49:00,1
2019-07-24 13:50:00,1
2019-07-24 13:51:00,1
2019-07-24 13:52:00,1
2019-07-24 13:53:00,1
2019-07-24 13:59:00,4
2019-07-24 14:02:00,2
2019-07-24 14:04:00,2
2019-07-24 14:05:00,1
2019-07-24 14:06:00,1
2019-07-24 14:07:00,1
2019-07-24 14:09:00,1
2019-07-24 14:12:00,2
2019-07-24 14:15:00,2
2019-07-24 14:19:00,2
2019-07-24 14:20:00,2
2019-07-24 14:21:00,1
2019-07-24 14:22:00,2
2019-07-24 14:23:00,2
2019-07-24 14:24:00,2
2019-07-24 14:27:00,2
2019-07-24 14:29:00,2
2019-07-24 14:34:00,1
2019-07-24 14:36:00,1
2019-07-24 14:37:00,1
2019-07-24 14:38:00,1
2019-07-24 14:49:00,1
2019-07-24 14:50:00,1
2019-07-24 14:51:00,1
2019-07-24 14:52:00,2
2019-07-24 15:03:00,1
2019-07-24 15:04:00,1
2019-07-24 15:05:00,1
2019-07-24 15:07:00,1
2019-07-24 15:16:00,2
2019-07-24 15:17:00,1
2019-07-24 15:18:00,1
2019-07-24 15:20:00,1
2019-07-24 15:21:00,1
2019-07-24 15:37:00,2
2019-07-24 15:38:00,1
2019-07-24 15:39:00,1
2019-07-24 15:40:00,1
2019-07-24 15:42:00,1
2019-07-24 15:52:00,1
2019-07-24 15:53:00,1
2019-07-24 15:54:00,1
2019-07-24 15:56:00,1
2019-07-24 16:06:00,1
2019-07-24 16:07:00,1
2019-07-24 16:08:00,1
2019-07-24 16:10:00,1
2019-07-24 16:20:00,1
