14792,"SELECT  top # &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-07-24 00:01:00,35
2019-07-24 00:02:00,21
2019-07-24 00:03:00,8
2019-07-24 00:04:00,11
2019-07-24 00:05:00,5
2019-07-24 00:07:00,6
2019-07-24 00:08:00,12
2019-07-24 00:09:00,1
2019-07-24 00:11:00,35
2019-07-24 00:12:00,21
2019-07-24 00:13:00,8
2019-07-24 00:14:00,11
2019-07-24 00:15:00,5
2019-07-24 00:17:00,11
2019-07-24 00:18:00,9
2019-07-24 00:19:00,1
2019-07-24 00:21:00,35
2019-07-24 00:22:00,21
2019-07-24 00:23:00,8
2019-07-24 00:24:00,12
2019-07-24 00:25:00,5
2019-07-24 00:27:00,9
2019-07-24 00:28:00,9
2019-07-24 00:29:00,1
2019-07-24 00:31:00,35
2019-07-24 00:32:00,21
2019-07-24 00:33:00,8
2019-07-24 00:34:00,12
2019-07-24 00:35:00,5
2019-07-24 00:37:00,9
2019-07-24 00:38:00,9
2019-07-24 00:39:00,1
2019-07-24 00:41:00,35
2019-07-24 00:42:00,21
2019-07-24 00:43:00,8
2019-07-24 00:44:00,12
2019-07-24 00:45:00,5
2019-07-24 00:47:00,9
2019-07-24 00:48:00,9
2019-07-24 00:49:00,1
2019-07-24 00:51:00,35
2019-07-24 00:52:00,21
2019-07-24 00:53:00,8
2019-07-24 00:54:00,11
2019-07-24 00:55:00,5
2019-07-24 00:57:00,9
2019-07-24 00:58:00,9
2019-07-24 00:59:00,1
2019-07-24 01:01:00,35
2019-07-24 01:02:00,21
2019-07-24 01:03:00,8
2019-07-24 01:04:00,11
2019-07-24 01:05:00,5
2019-07-24 01:07:00,9
2019-07-24 01:08:00,9
2019-07-24 01:09:00,1
2019-07-24 01:11:00,37
2019-07-24 01:12:00,24
2019-07-24 01:13:00,8
2019-07-24 01:14:00,11
2019-07-24 01:15:00,5
2019-07-24 01:17:00,3
2019-07-24 01:18:00,17
2019-07-24 01:19:00,1
2019-07-24 01:21:00,36
2019-07-24 01:22:00,23
2019-07-24 01:23:00,9
2019-07-24 01:24:00,11
2019-07-24 01:25:00,5
2019-07-24 01:27:00,3
2019-07-24 01:28:00,17
2019-07-24 01:29:00,1
2019-07-24 01:31:00,35
2019-07-24 01:32:00,20
2019-07-24 01:33:00,9
2019-07-24 01:34:00,11
2019-07-24 01:35:00,5
2019-07-24 01:37:00,3
2019-07-24 01:38:00,19
2019-07-24 01:39:00,1
2019-07-24 01:41:00,37
2019-07-24 01:42:00,20
2019-07-24 01:43:00,9
2019-07-24 01:44:00,11
2019-07-24 01:45:00,5
2019-07-24 01:47:00,3
2019-07-24 01:48:00,17
2019-07-24 01:49:00,1
2019-07-24 01:51:00,35
2019-07-24 01:52:00,20
2019-07-24 01:53:00,9
2019-07-24 01:54:00,11
2019-07-24 01:55:00,5
2019-07-24 01:57:00,3
2019-07-24 01:58:00,15
2019-07-24 01:59:00,1
2019-07-24 02:01:00,35
2019-07-24 02:02:00,20
2019-07-24 02:03:00,9
2019-07-24 02:04:00,11
2019-07-24 02:05:00,5
2019-07-24 02:07:00,3
2019-07-24 02:08:00,15
2019-07-24 02:09:00,1
2019-07-24 02:11:00,35
2019-07-24 02:12:00,21
2019-07-24 02:13:00,9
2019-07-24 02:14:00,11
2019-07-24 02:15:00,5
2019-07-24 02:17:00,3
2019-07-24 02:18:00,15
2019-07-24 02:19:00,1
2019-07-24 02:21:00,36
2019-07-24 02:22:00,20
2019-07-24 02:23:00,9
2019-07-24 02:24:00,11
2019-07-24 02:25:00,5
2019-07-24 02:27:00,3
2019-07-24 02:28:00,15
2019-07-24 02:29:00,1
2019-07-24 02:31:00,36
2019-07-24 02:32:00,20
2019-07-24 02:33:00,9
2019-07-24 02:34:00,11
2019-07-24 02:35:00,5
2019-07-24 02:37:00,3
2019-07-24 02:38:00,15
2019-07-24 02:39:00,1
2019-07-24 02:41:00,37
2019-07-24 02:42:00,20
2019-07-24 02:43:00,9
2019-07-24 02:44:00,11
2019-07-24 02:45:00,5
2019-07-24 02:47:00,3
2019-07-24 02:48:00,15
2019-07-24 02:49:00,1
2019-07-24 02:51:00,33
2019-07-24 02:52:00,22
2019-07-24 02:53:00,9
2019-07-24 02:54:00,12
2019-07-24 02:55:00,5
2019-07-24 02:57:00,3
2019-07-24 02:58:00,15
2019-07-24 02:59:00,1
2019-07-24 03:01:00,33
2019-07-24 03:02:00,24
2019-07-24 03:03:00,9
2019-07-24 03:04:00,11
2019-07-24 03:05:00,5
2019-07-24 03:07:00,3
2019-07-24 03:08:00,15
2019-07-24 03:09:00,1
2019-07-24 03:11:00,33
2019-07-24 03:12:00,22
2019-07-24 03:13:00,9
2019-07-24 03:14:00,11
2019-07-24 03:15:00,5
2019-07-24 03:17:00,3
2019-07-24 03:18:00,15
2019-07-24 03:19:00,1
2019-07-24 03:21:00,33
2019-07-24 03:22:00,23
2019-07-24 03:23:00,9
2019-07-24 03:24:00,11
2019-07-24 03:25:00,5
2019-07-24 03:26:00,11
2019-07-24 03:27:00,8
2019-07-24 03:28:00,26
2019-07-24 03:29:00,6
2019-07-24 03:30:00,1
2019-07-24 03:31:00,34
2019-07-24 03:32:00,23
2019-07-24 03:33:00,43
2019-07-24 03:34:00,24
2019-07-24 03:35:00,9
2019-07-24 03:36:00,25
2019-07-24 03:37:00,14
2019-07-24 03:38:00,25
2019-07-24 03:39:00,6
2019-07-24 03:42:00,1
2019-07-24 03:43:00,34
2019-07-24 03:46:00,26
2019-07-24 03:47:00,12
2019-07-24 03:48:00,25
2019-07-24 03:49:00,6
2019-07-24 03:53:00,32
2019-07-24 03:56:00,24
2019-07-24 03:57:00,12
2019-07-24 03:58:00,25
2019-07-24 03:59:00,6
2019-07-24 04:03:00,32
2019-07-24 04:06:00,16
2019-07-24 04:07:00,22
2019-07-24 04:08:00,25
2019-07-24 04:09:00,6
2019-07-24 04:13:00,32
2019-07-24 04:16:00,15
2019-07-24 04:17:00,21
2019-07-24 04:18:00,25
2019-07-24 04:19:00,6
2019-07-24 04:23:00,32
2019-07-24 04:26:00,15
2019-07-24 04:27:00,21
2019-07-24 04:28:00,25
2019-07-24 04:29:00,6
2019-07-24 04:33:00,34
2019-07-24 04:36:00,15
2019-07-24 04:37:00,23
2019-07-24 04:38:00,25
2019-07-24 04:39:00,6
2019-07-24 04:43:00,32
2019-07-24 04:46:00,15
2019-07-24 04:47:00,21
2019-07-24 04:48:00,25
2019-07-24 04:49:00,6
2019-07-24 04:50:00,2
2019-07-24 04:53:00,33
2019-07-24 04:56:00,15
2019-07-24 04:57:00,27
2019-07-24 04:58:00,25
2019-07-24 04:59:00,6
2019-07-24 05:03:00,32
2019-07-24 05:06:00,17
2019-07-24 05:07:00,21
2019-07-24 05:08:00,25
2019-07-24 05:09:00,6
2019-07-24 05:13:00,33
2019-07-24 05:16:00,15
2019-07-24 05:17:00,22
2019-07-24 05:18:00,25
2019-07-24 05:19:00,6
2019-07-24 05:23:00,32
2019-07-24 05:26:00,15
2019-07-24 05:27:00,22
2019-07-24 05:28:00,25
2019-07-24 05:29:00,6
2019-07-24 05:33:00,32
2019-07-24 05:36:00,15
2019-07-24 05:37:00,21
2019-07-24 05:38:00,25
2019-07-24 05:39:00,6
2019-07-24 05:43:00,32
2019-07-24 05:46:00,15
2019-07-24 05:47:00,23
2019-07-24 05:48:00,25
2019-07-24 05:49:00,6
2019-07-24 05:53:00,33
2019-07-24 05:56:00,15
2019-07-24 05:57:00,21
2019-07-24 05:58:00,25
2019-07-24 05:59:00,6
2019-07-24 06:03:00,32
2019-07-24 06:06:00,15
2019-07-24 06:07:00,22
2019-07-24 06:08:00,25
2019-07-24 06:09:00,6
2019-07-24 06:10:00,1
2019-07-24 06:13:00,32
2019-07-24 06:16:00,14
2019-07-24 06:17:00,25
2019-07-24 06:18:00,27
2019-07-24 06:19:00,6
2019-07-24 06:23:00,32
2019-07-24 06:26:00,17
2019-07-24 06:27:00,22
2019-07-24 06:28:00,25
2019-07-24 06:29:00,6
2019-07-24 06:31:00,1
2019-07-24 06:33:00,32
2019-07-24 06:36:00,15
