2255,"SELECT aa_r,kk_r,airmass_r,gain_r,sky_r,skysig_r FROM Field where run=# AND rerun=# AND camcol=# AND field=#"
2019-07-24 14:27:00,5
2019-07-24 14:28:00,6
2019-07-24 14:29:00,6
2019-07-24 14:30:00,6
2019-07-24 14:31:00,6
2019-07-24 14:32:00,6
2019-07-24 14:33:00,7
2019-07-24 14:34:00,6
2019-07-24 14:35:00,6
2019-07-24 14:36:00,7
2019-07-24 14:37:00,6
2019-07-24 14:38:00,6
2019-07-24 14:39:00,6
2019-07-24 14:40:00,6
2019-07-24 14:41:00,5
2019-07-24 14:42:00,6
2019-07-24 14:43:00,7
2019-07-24 14:44:00,5
2019-07-24 14:45:00,6
2019-07-24 14:46:00,7
2019-07-24 14:47:00,6
2019-07-24 14:48:00,6
2019-07-24 14:49:00,7
2019-07-24 14:50:00,5
2019-07-24 14:51:00,7
2019-07-24 14:52:00,6
2019-07-24 14:53:00,7
2019-07-24 14:54:00,6
2019-07-24 14:55:00,7
2019-07-24 14:56:00,5
2019-07-24 14:57:00,7
2019-07-24 14:58:00,6
2019-07-24 14:59:00,6
2019-07-24 15:00:00,6
2019-07-24 15:01:00,6
2019-07-24 15:02:00,6
2019-07-24 15:03:00,7
2019-07-24 15:04:00,7
2019-07-24 15:05:00,7
2019-07-24 15:06:00,6
2019-07-24 15:07:00,7
2019-07-24 15:08:00,5
2019-07-24 15:09:00,6
2019-07-24 15:10:00,6
2019-07-24 15:11:00,6
2019-07-24 15:12:00,7
2019-07-24 15:13:00,6
2019-07-24 15:14:00,7
2019-07-24 15:15:00,5
2019-07-24 15:16:00,6
2019-07-24 15:17:00,7
2019-07-24 15:18:00,6
2019-07-24 15:19:00,7
2019-07-24 15:20:00,6
2019-07-24 15:21:00,6
2019-07-24 15:22:00,6
2019-07-24 15:23:00,6
2019-07-24 15:24:00,5
2019-07-24 15:25:00,6
2019-07-24 15:26:00,6
2019-07-24 15:27:00,5
2019-07-24 15:28:00,6
2019-07-24 15:29:00,6
2019-07-24 15:30:00,5
2019-07-24 15:31:00,5
2019-07-24 15:32:00,6
2019-07-24 15:33:00,6
2019-07-24 15:34:00,6
2019-07-24 15:35:00,6
2019-07-24 15:36:00,5
2019-07-24 15:37:00,6
2019-07-24 15:38:00,5
2019-07-24 15:39:00,6
2019-07-24 15:40:00,5
2019-07-24 15:41:00,6
2019-07-24 15:42:00,5
2019-07-24 15:43:00,6
2019-07-24 15:44:00,6
2019-07-24 15:45:00,5
2019-07-24 15:46:00,5
2019-07-24 15:47:00,6
2019-07-24 15:48:00,6
2019-07-24 15:49:00,6
2019-07-24 15:50:00,6
2019-07-24 15:51:00,6
2019-07-24 15:52:00,7
2019-07-24 15:53:00,7
2019-07-24 15:54:00,7
2019-07-24 15:55:00,6
2019-07-24 15:56:00,5
2019-07-24 15:57:00,5
2019-07-24 15:58:00,6
2019-07-24 15:59:00,5
2019-07-24 16:00:00,6
2019-07-24 16:01:00,5
2019-07-24 16:02:00,6
2019-07-24 16:03:00,5
2019-07-24 16:04:00,5
2019-07-24 16:05:00,6
2019-07-24 16:06:00,6
2019-07-24 16:07:00,6
2019-07-24 16:08:00,6
2019-07-24 16:09:00,5
2019-07-24 16:10:00,6
2019-07-24 16:11:00,6
2019-07-24 16:12:00,5
2019-07-24 16:13:00,6
2019-07-24 16:14:00,5
2019-07-24 16:15:00,5
2019-07-24 16:16:00,5
2019-07-24 16:17:00,5
2019-07-24 16:18:00,6
2019-07-24 16:19:00,5
2019-07-24 16:20:00,6
2019-07-24 16:21:00,6
2019-07-24 16:22:00,5
2019-07-24 16:23:00,5
2019-07-24 16:24:00,5
2019-07-24 16:25:00,6
2019-07-24 16:26:00,6
2019-07-24 16:27:00,5
2019-07-24 16:28:00,6
2019-07-24 16:29:00,5
2019-07-24 16:30:00,4
2019-07-24 16:31:00,5
