2255,"SELECT aa_r,kk_r,airmass_r,gain_r,sky_r,skysig_r FROM Field where run=# AND rerun=# AND camcol=# AND field=#"
2019-07-24 16:32:00,5
2019-07-24 16:33:00,6
2019-07-24 16:34:00,5
2019-07-24 16:35:00,6
2019-07-24 16:36:00,5
2019-07-24 16:37:00,6
2019-07-24 16:38:00,6
2019-07-24 16:39:00,5
2019-07-24 16:40:00,6
2019-07-24 16:41:00,5
2019-07-24 16:42:00,6
2019-07-24 16:43:00,6
2019-07-24 16:44:00,5
2019-07-24 16:45:00,5
2019-07-24 16:46:00,5
2019-07-24 16:47:00,6
2019-07-24 16:48:00,7
2019-07-24 16:49:00,6
2019-07-24 16:50:00,5
2019-07-24 16:51:00,6
2019-07-24 16:52:00,6
2019-07-24 16:53:00,6
2019-07-24 16:54:00,6
2019-07-24 16:55:00,5
2019-07-24 16:56:00,6
2019-07-24 16:57:00,6
2019-07-24 16:58:00,5
2019-07-24 16:59:00,5
2019-07-24 17:00:00,7
2019-07-24 17:01:00,5
2019-07-24 17:02:00,6
2019-07-24 17:03:00,6
2019-07-24 17:04:00,6
2019-07-24 17:05:00,7
2019-07-24 17:06:00,6
2019-07-24 17:07:00,6
2019-07-24 17:08:00,6
2019-07-24 17:09:00,6
2019-07-24 17:10:00,6
2019-07-24 17:11:00,6
2019-07-24 17:12:00,6
2019-07-24 17:13:00,6
2019-07-24 17:14:00,6
2019-07-24 17:15:00,6
2019-07-24 17:16:00,6
2019-07-24 17:17:00,7
2019-07-24 17:18:00,6
2019-07-24 17:19:00,7
2019-07-24 17:20:00,6
2019-07-24 17:21:00,6
2019-07-24 17:22:00,6
2019-07-24 17:23:00,7
2019-07-24 17:24:00,7
2019-07-24 17:25:00,6
2019-07-24 17:26:00,7
2019-07-24 17:27:00,6
2019-07-24 17:28:00,6
2019-07-24 17:29:00,6
2019-07-24 17:30:00,6
2019-07-24 17:31:00,6
2019-07-24 17:32:00,7
2019-07-24 17:33:00,6
2019-07-24 17:34:00,9
2019-07-24 17:35:00,5
2019-07-24 17:36:00,6
2019-07-24 17:37:00,6
2019-07-24 17:38:00,4
2019-07-24 17:39:00,5
2019-07-24 17:40:00,6
2019-07-24 17:41:00,5
2019-07-24 17:42:00,5
2019-07-24 17:43:00,6
2019-07-24 17:44:00,5
2019-07-24 17:45:00,5
2019-07-24 17:46:00,6
2019-07-24 17:47:00,5
2019-07-24 17:48:00,5
2019-07-24 17:49:00,6
2019-07-24 17:50:00,5
2019-07-24 17:51:00,5
2019-07-24 17:52:00,5
2019-07-24 17:53:00,6
2019-07-24 17:54:00,5
2019-07-24 17:55:00,5
2019-07-24 17:56:00,6
2019-07-24 17:57:00,6
2019-07-24 17:58:00,5
2019-07-24 17:59:00,6
2019-07-24 18:00:00,4
2019-07-24 18:01:00,6
2019-07-24 18:02:00,6
2019-07-24 18:03:00,6
2019-07-24 18:04:00,5
2019-07-24 18:05:00,4
2019-07-24 18:06:00,6
2019-07-24 18:07:00,5
2019-07-24 18:08:00,5
2019-07-24 18:09:00,5
2019-07-24 18:10:00,6
2019-07-24 18:11:00,5
2019-07-24 18:12:00,5
2019-07-24 18:13:00,7
2019-07-24 18:14:00,6
2019-07-24 18:15:00,6
2019-07-24 18:16:00,6
2019-07-24 18:17:00,6
2019-07-24 18:18:00,5
2019-07-24 18:19:00,5
2019-07-24 18:20:00,6
2019-07-24 18:21:00,5
2019-07-24 18:22:00,5
2019-07-24 18:23:00,6
2019-07-24 18:24:00,5
2019-07-24 18:25:00,7
2019-07-24 18:26:00,4
2019-07-24 18:27:00,6
2019-07-24 18:28:00,6
2019-07-24 18:29:00,6
2019-07-24 18:30:00,6
2019-07-24 18:31:00,5
2019-07-24 18:32:00,6
2019-07-24 21:51:00,4
2019-07-24 21:52:00,6
2019-07-24 21:53:00,8
2019-07-24 21:54:00,8
2019-07-24 21:55:00,6
2019-07-24 21:56:00,6
2019-07-24 21:57:00,7
2019-07-24 21:58:00,7
2019-07-24 21:59:00,6
2019-07-24 22:00:00,6
2019-07-24 22:01:00,7
2019-07-24 22:02:00,7
2019-07-24 22:03:00,7
2019-07-24 22:04:00,6
2019-07-24 22:05:00,6
2019-07-24 22:06:00,7
2019-07-24 22:07:00,7
2019-07-24 22:08:00,7
2019-07-24 22:09:00,7
2019-07-24 22:10:00,6
2019-07-24 22:11:00,7
2019-07-24 22:12:00,6
2019-07-24 22:13:00,8
2019-07-24 22:14:00,6
2019-07-24 22:15:00,6
2019-07-24 22:16:00,7
2019-07-24 22:17:00,7
2019-07-24 22:18:00,7
2019-07-24 22:19:00,7
2019-07-24 22:20:00,7
2019-07-24 22:21:00,6
2019-07-24 22:22:00,7
2019-07-24 22:23:00,8
2019-07-24 22:24:00,9
2019-07-24 22:25:00,7
2019-07-24 22:26:00,7
2019-07-24 22:27:00,3
2019-07-24 22:28:00,1
2019-07-24 22:30:00,2
2019-07-24 22:31:00,7
2019-07-24 22:32:00,6
2019-07-24 22:33:00,7
2019-07-24 22:34:00,7
2019-07-24 22:35:00,7
2019-07-24 22:36:00,7
2019-07-24 22:37:00,6
2019-07-24 22:38:00,7
2019-07-24 22:39:00,7
2019-07-24 22:40:00,6
2019-07-24 22:41:00,7
2019-07-24 22:42:00,7
2019-07-24 22:43:00,7
2019-07-24 22:44:00,7
2019-07-24 22:45:00,6
2019-07-24 22:46:00,7
2019-07-24 22:47:00,7
2019-07-24 22:48:00,6
2019-07-24 22:49:00,7
2019-07-24 22:50:00,6
2019-07-24 22:51:00,7
2019-07-24 22:52:00,7
2019-07-24 22:53:00,6
2019-07-24 22:54:00,7
2019-07-24 22:55:00,7
2019-07-24 22:56:00,7
2019-07-24 22:57:00,6
2019-07-24 22:58:00,7
2019-07-24 22:59:00,7
2019-07-24 23:00:00,6
2019-07-24 23:01:00,7
2019-07-24 23:02:00,1
2019-07-24 23:03:00,2
2019-07-24 23:04:00,1
2019-07-24 23:06:00,6
2019-07-24 23:07:00,7
2019-07-24 23:08:00,6
2019-07-24 23:09:00,7
2019-07-24 23:10:00,7
2019-07-24 23:11:00,7
2019-07-24 23:12:00,7
2019-07-24 23:13:00,7
2019-07-24 23:14:00,6
2019-07-24 23:15:00,7
2019-07-24 23:16:00,7
2019-07-24 23:17:00,6
2019-07-24 23:18:00,7
2019-07-24 23:19:00,7
2019-07-24 23:20:00,7
2019-07-24 23:21:00,6
2019-07-24 23:22:00,7
2019-07-24 23:23:00,7
2019-07-24 23:24:00,9
2019-07-24 23:25:00,6
2019-07-24 23:26:00,7
2019-07-24 23:27:00,7
2019-07-24 23:28:00,7
2019-07-24 23:29:00,7
2019-07-24 23:30:00,6
2019-07-24 23:31:00,7
2019-07-24 23:32:00,7
2019-07-24 23:33:00,8
2019-07-24 23:34:00,6
2019-07-24 23:35:00,7
2019-07-24 23:36:00,6
2019-07-24 23:37:00,7
2019-07-24 23:38:00,6
2019-07-24 23:39:00,7
2019-07-24 23:40:00,7
2019-07-24 23:41:00,6
2019-07-24 23:42:00,7
2019-07-24 23:43:00,8
2019-07-24 23:44:00,7
2019-07-24 23:45:00,7
2019-07-24 23:46:00,7
2019-07-24 23:47:00,7
2019-07-24 23:48:00,7
2019-07-24 23:49:00,6
2019-07-24 23:50:00,7
2019-07-24 23:51:00,7
2019-07-24 23:52:00,6
2019-07-24 23:53:00,8
2019-07-24 23:54:00,9
2019-07-24 23:55:00,6
2019-07-24 23:56:00,7
2019-07-24 23:57:00,6
2019-07-24 23:58:00,7
2019-07-24 23:59:00,6
