2303,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-07-24 05:21:00,1
2019-07-24 05:30:00,1
2019-07-24 05:35:00,1
2019-07-24 05:43:00,3
2019-07-24 05:44:00,10
2019-07-24 05:45:00,12
2019-07-24 05:46:00,16
2019-07-24 05:47:00,16
2019-07-24 05:48:00,11
2019-07-24 05:49:00,10
2019-07-24 05:50:00,10
2019-07-24 05:51:00,10
2019-07-24 05:52:00,11
2019-07-24 05:53:00,11
2019-07-24 05:54:00,13
2019-07-24 05:55:00,11
2019-07-24 05:56:00,10
2019-07-24 05:57:00,18
2019-07-24 05:58:00,10
2019-07-24 05:59:00,10
2019-07-24 06:00:00,10
2019-07-24 06:01:00,10
2019-07-24 06:02:00,11
2019-07-24 06:03:00,11
2019-07-24 06:04:00,10
2019-07-24 06:05:00,7
2019-07-24 06:06:00,7
2019-07-24 06:07:00,11
2019-07-24 06:08:00,6
2019-07-24 06:09:00,9
2019-07-24 06:10:00,9
2019-07-24 06:11:00,8
2019-07-24 06:12:00,7
2019-07-24 06:13:00,3
2019-07-24 06:14:00,3
2019-07-24 06:15:00,6
2019-07-24 06:16:00,5
2019-07-24 06:17:00,7
2019-07-24 06:18:00,9
2019-07-24 06:19:00,11
2019-07-24 06:20:00,9
2019-07-24 06:21:00,10
2019-07-24 06:22:00,9
2019-07-24 06:23:00,10
2019-07-24 06:24:00,4
2019-07-24 06:25:00,7
2019-07-24 06:26:00,8
2019-07-24 06:27:00,12
2019-07-24 06:28:00,9
2019-07-24 06:29:00,9
2019-07-24 06:30:00,9
2019-07-24 06:31:00,10
2019-07-24 06:32:00,11
