2303,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-07-24 06:33:00,7
2019-07-24 06:34:00,12
2019-07-24 06:35:00,9
2019-07-24 06:36:00,9
2019-07-24 06:37:00,10
2019-07-24 06:38:00,14
2019-07-24 06:39:00,14
2019-07-24 06:40:00,12
2019-07-24 06:41:00,15
2019-07-24 06:42:00,11
2019-07-24 06:43:00,14
2019-07-24 06:44:00,9
2019-07-24 06:45:00,10
2019-07-24 06:46:00,9
2019-07-24 06:47:00,10
2019-07-24 06:48:00,10
2019-07-24 06:49:00,10
2019-07-24 06:50:00,11
2019-07-24 06:51:00,11
2019-07-24 06:52:00,10
2019-07-24 06:53:00,13
2019-07-24 06:54:00,13
2019-07-24 06:55:00,11
2019-07-24 06:56:00,11
2019-07-24 06:57:00,11
2019-07-24 06:58:00,11
2019-07-24 06:59:00,6
2019-07-24 07:04:00,2
2019-07-24 07:05:00,9
2019-07-24 07:06:00,9
2019-07-24 07:07:00,11
2019-07-24 07:08:00,10
2019-07-24 07:09:00,12
2019-07-24 07:10:00,14
2019-07-24 07:11:00,10
2019-07-24 07:12:00,11
2019-07-24 07:13:00,10
2019-07-24 07:14:00,10
2019-07-24 07:15:00,6
2019-07-24 07:27:00,8
2019-07-24 07:28:00,9
2019-07-24 07:29:00,14
2019-07-24 07:30:00,9
2019-07-24 07:31:00,9
2019-07-24 07:32:00,10
2019-07-24 07:33:00,11
2019-07-24 07:34:00,9
2019-07-24 07:35:00,8
2019-07-24 07:36:00,8
2019-07-24 07:37:00,10
2019-07-24 07:38:00,9
2019-07-24 07:39:00,10
2019-07-24 07:40:00,10
2019-07-24 07:41:00,8
2019-07-24 07:42:00,10
2019-07-24 07:43:00,11
2019-07-24 07:44:00,10
2019-07-24 07:45:00,10
2019-07-24 07:46:00,9
2019-07-24 07:47:00,9
2019-07-24 07:48:00,9
2019-07-24 07:49:00,10
2019-07-24 07:50:00,14
2019-07-24 07:51:00,12
2019-07-24 07:52:00,12
2019-07-24 07:53:00,11
2019-07-24 07:54:00,12
2019-07-24 07:55:00,12
2019-07-24 07:56:00,12
2019-07-24 07:57:00,10
2019-07-24 07:58:00,12
2019-07-24 07:59:00,10
2019-07-24 08:00:00,10
2019-07-24 08:01:00,10
2019-07-24 08:02:00,9
2019-07-24 08:03:00,11
2019-07-24 08:04:00,8
2019-07-24 08:05:00,10
2019-07-24 08:06:00,11
2019-07-24 08:07:00,6
2019-07-24 08:11:00,1
2019-07-24 08:24:00,1
2019-07-24 08:25:00,3
2019-07-24 08:26:00,4
2019-07-24 08:28:00,2
2019-07-24 08:31:00,2
2019-07-24 08:32:00,1
2019-07-24 08:33:00,3
2019-07-24 08:34:00,2
2019-07-24 08:35:00,2
2019-07-24 08:36:00,1
2019-07-24 08:37:00,1
2019-07-24 08:38:00,2
2019-07-24 08:39:00,2
2019-07-24 08:42:00,3
2019-07-24 08:45:00,2
2019-07-24 08:46:00,3
2019-07-24 08:47:00,2
2019-07-24 08:48:00,1
2019-07-24 08:50:00,1
2019-07-24 08:51:00,1
2019-07-24 08:52:00,3
2019-07-24 08:56:00,4
2019-07-24 08:58:00,2
2019-07-24 13:04:00,2
2019-07-24 13:05:00,4
2019-07-24 13:06:00,1
2019-07-24 13:07:00,2
2019-07-24 13:08:00,2
2019-07-24 13:09:00,1
2019-07-24 13:10:00,5
2019-07-24 13:11:00,2
2019-07-24 13:12:00,4
2019-07-24 13:13:00,1
2019-07-24 13:15:00,2
2019-07-24 13:16:00,3
2019-07-24 13:17:00,2
2019-07-24 13:18:00,2
2019-07-24 13:20:00,2
2019-07-24 13:21:00,1
2019-07-24 13:22:00,3
2019-07-24 13:23:00,4
2019-07-24 13:24:00,2
2019-07-24 13:26:00,5
2019-07-24 13:27:00,2
2019-07-24 13:28:00,2
2019-07-24 13:29:00,2
2019-07-24 13:30:00,1
2019-07-24 13:31:00,1
2019-07-24 13:37:00,4
2019-07-24 13:38:00,2
2019-07-24 13:42:00,1
2019-07-24 13:43:00,2
2019-07-24 13:44:00,3
2019-07-24 13:45:00,4
2019-07-24 13:46:00,3
2019-07-24 14:13:00,6
2019-07-24 14:14:00,7
2019-07-24 14:15:00,5
2019-07-24 14:16:00,9
2019-07-24 14:17:00,7
2019-07-24 14:18:00,6
2019-07-24 14:19:00,5
2019-07-24 14:20:00,5
2019-07-24 14:21:00,7
2019-07-24 14:22:00,5
2019-07-24 14:23:00,7
2019-07-24 14:24:00,8
2019-07-24 14:25:00,6
2019-07-24 14:26:00,8
2019-07-24 14:27:00,9
2019-07-24 14:28:00,6
2019-07-24 14:29:00,7
2019-07-24 14:30:00,8
2019-07-24 14:31:00,7
2019-07-24 14:32:00,7
2019-07-24 14:33:00,5
2019-07-24 14:34:00,7
2019-07-24 14:35:00,7
2019-07-24 14:36:00,8
2019-07-24 14:37:00,6
2019-07-24 14:38:00,8
2019-07-24 14:39:00,6
2019-07-24 14:40:00,8
2019-07-24 14:41:00,5
2019-07-24 14:42:00,8
2019-07-24 14:43:00,7
2019-07-24 14:44:00,8
2019-07-24 14:45:00,6
2019-07-24 14:46:00,6
2019-07-24 14:47:00,7
2019-07-24 14:48:00,5
2019-07-24 14:49:00,7
2019-07-24 14:50:00,5
2019-07-24 14:51:00,6
2019-07-24 14:52:00,7
2019-07-24 14:53:00,7
2019-07-24 14:54:00,8
2019-07-24 14:55:00,5
2019-07-24 14:56:00,3
2019-07-24 14:57:00,6
2019-07-24 14:58:00,7
2019-07-24 14:59:00,5
2019-07-24 15:00:00,6
2019-07-24 15:01:00,8
2019-07-24 15:02:00,6
2019-07-24 15:03:00,6
2019-07-24 15:04:00,6
2019-07-24 15:05:00,6
2019-07-24 15:06:00,7
2019-07-24 15:07:00,7
2019-07-24 15:08:00,8
2019-07-24 15:09:00,8
2019-07-24 15:10:00,7
2019-07-24 15:11:00,7
2019-07-24 15:12:00,8
2019-07-24 15:13:00,8
2019-07-24 15:14:00,8
2019-07-24 15:15:00,7
2019-07-24 15:16:00,4
2019-07-24 15:17:00,6
2019-07-24 15:18:00,8
2019-07-24 15:19:00,9
2019-07-24 15:20:00,6
2019-07-24 15:21:00,7
2019-07-24 15:22:00,8
2019-07-24 15:23:00,7
2019-07-24 15:24:00,8
2019-07-24 15:25:00,7
2019-07-24 15:26:00,7
2019-07-24 15:27:00,7
2019-07-24 15:28:00,8
2019-07-24 15:29:00,5
2019-07-24 15:30:00,7
2019-07-24 15:31:00,7
2019-07-24 15:32:00,7
2019-07-24 15:33:00,8
2019-07-24 15:34:00,7
2019-07-24 15:35:00,6
2019-07-24 15:36:00,8
2019-07-24 15:37:00,8
2019-07-24 15:38:00,8
2019-07-24 15:39:00,4
2019-07-24 15:40:00,5
2019-07-24 15:41:00,5
2019-07-24 15:42:00,6
2019-07-24 15:43:00,8
2019-07-24 15:44:00,4
2019-07-24 15:45:00,4
2019-07-24 15:46:00,4
2019-07-24 15:47:00,5
2019-07-24 15:48:00,5
2019-07-24 15:49:00,2
2019-07-24 15:50:00,8
2019-07-24 15:51:00,5
2019-07-24 15:52:00,5
2019-07-24 15:53:00,8
2019-07-24 15:54:00,5
2019-07-24 15:55:00,8
2019-07-24 15:56:00,4
2019-07-24 15:57:00,3
2019-07-24 15:58:00,7
2019-07-24 15:59:00,9
2019-07-24 16:00:00,9
2019-07-24 16:01:00,8
2019-07-24 16:02:00,9
2019-07-24 16:03:00,8
2019-07-24 16:04:00,8
2019-07-24 16:05:00,9
2019-07-24 16:06:00,10
2019-07-24 16:07:00,9
2019-07-24 16:08:00,6
2019-07-24 16:09:00,10
2019-07-24 16:10:00,8
2019-07-24 16:11:00,7
2019-07-24 16:12:00,9
2019-07-24 16:13:00,10
2019-07-24 16:14:00,8
2019-07-24 16:15:00,9
2019-07-24 16:16:00,10
2019-07-24 16:17:00,9
2019-07-24 16:18:00,8
2019-07-24 16:19:00,9
2019-07-24 16:20:00,10
2019-07-24 16:21:00,5
