20,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-07-24 09:46:00,1
2019-07-24 13:49:00,1
2019-07-24 18:33:00,2
2019-07-24 18:39:00,3
2019-07-24 18:40:00,2
2019-07-24 18:45:00,1
2019-07-24 18:47:00,1
2019-07-24 18:56:00,1
2019-07-24 20:06:00,1
2019-07-24 20:29:00,1
2019-07-24 20:49:00,1
2019-07-24 21:21:00,1
2019-07-24 22:17:00,1
2019-07-24 22:27:00,1
2019-07-24 22:30:00,1
2019-07-24 22:33:00,1
