20,select * from SpecObjAll where specObjId=#
2019-07-24 00:18:00,1
2019-07-24 00:26:00,1
2019-07-24 01:19:00,1
2019-07-24 05:03:00,1
2019-07-24 05:51:00,1
2019-07-24 06:07:00,1
2019-07-24 07:09:00,1
2019-07-24 09:54:00,1
2019-07-24 12:42:00,1
2019-07-24 12:46:00,1
2019-07-24 13:19:00,1
2019-07-24 13:42:00,1
2019-07-24 14:49:00,1
2019-07-24 15:45:00,1
2019-07-24 17:56:00,1
2019-07-24 19:05:00,1
2019-07-24 19:47:00,1
2019-07-24 19:54:00,1
2019-07-24 21:25:00,1
2019-07-24 22:38:00,1
