490,select * from dbo.fDocColumns(&&&)
2019-12-11 00:16:00,3
2019-12-11 00:47:00,4
2019-12-11 00:48:00,2
2019-12-11 00:49:00,15
2019-12-11 00:50:00,19
2019-12-11 00:52:00,3
2019-12-11 01:20:00,2
2019-12-11 01:27:00,2
2019-12-11 01:32:00,1
2019-12-11 02:28:00,2
2019-12-11 03:05:00,2
2019-12-11 03:20:00,34
2019-12-11 03:21:00,26
2019-12-11 03:23:00,2
2019-12-11 03:24:00,16
2019-12-11 03:25:00,46
2019-12-11 03:26:00,44
2019-12-11 03:27:00,37
2019-12-11 03:28:00,28
2019-12-11 03:32:00,30
2019-12-11 03:33:00,2
2019-12-11 04:01:00,2
2019-12-11 04:03:00,3
2019-12-11 04:31:00,1
2019-12-11 04:51:00,2
2019-12-11 05:09:00,2
2019-12-11 05:17:00,4
2019-12-11 05:22:00,3
2019-12-11 05:28:00,2
2019-12-11 05:44:00,5
2019-12-11 05:48:00,1
2019-12-11 05:57:00,3
2019-12-11 06:05:00,3
2019-12-11 06:06:00,4
2019-12-11 06:08:00,2
2019-12-11 06:10:00,1
2019-12-11 06:12:00,1
2019-12-11 06:13:00,1
2019-12-11 06:14:00,4
2019-12-11 06:16:00,4
2019-12-11 06:17:00,2
2019-12-11 06:31:00,1
2019-12-11 06:32:00,1
2019-12-11 06:59:00,1
2019-12-11 07:18:00,2
2019-12-11 07:26:00,2
2019-12-11 08:54:00,2
2019-12-11 09:21:00,1
2019-12-11 09:25:00,2
2019-12-11 09:49:00,2
2019-12-11 10:22:00,2
2019-12-11 10:52:00,1
2019-12-11 10:55:00,1
2019-12-11 10:59:00,2
2019-12-11 11:00:00,6
2019-12-11 11:07:00,2
2019-12-11 11:11:00,1
2019-12-11 11:18:00,1
2019-12-11 11:19:00,1
2019-12-11 11:32:00,3
2019-12-11 11:40:00,1
2019-12-11 11:46:00,7
2019-12-11 11:55:00,2
2019-12-11 12:17:00,2
2019-12-11 12:18:00,1
2019-12-11 12:35:00,2
2019-12-11 12:39:00,2
2019-12-11 12:51:00,1
2019-12-11 13:07:00,4
2019-12-11 13:38:00,2
2019-12-11 13:57:00,2
2019-12-11 13:58:00,2
2019-12-11 14:25:00,1
2019-12-11 14:30:00,6
2019-12-11 14:42:00,2
2019-12-11 15:16:00,3
2019-12-11 15:21:00,2
2019-12-11 15:53:00,4
2019-12-11 15:54:00,2
2019-12-11 16:15:00,1
2019-12-11 16:32:00,3
2019-12-11 16:33:00,1
2019-12-11 17:18:00,2
2019-12-11 17:41:00,2
2019-12-11 19:02:00,1
2019-12-11 21:02:00,3
2019-12-11 21:35:00,2
2019-12-11 21:51:00,2
2019-12-11 21:56:00,3
2019-12-11 21:59:00,2
2019-12-11 22:19:00,2
2019-12-11 22:56:00,2
2019-12-11 23:33:00,2
2019-12-11 23:47:00,1
2019-12-11 23:50:00,5
2019-12-11 23:51:00,1
2019-12-11 23:57:00,3
