27,select * from emissionLinesPort where specObjId=#
2019-12-11 01:10:00,1
2019-12-11 06:46:00,1
2019-12-11 08:53:00,1
2019-12-11 09:28:00,1
2019-12-11 10:30:00,1
2019-12-11 10:41:00,1
2019-12-11 11:00:00,1
2019-12-11 11:39:00,1
2019-12-11 11:43:00,1
2019-12-11 11:52:00,1
2019-12-11 11:58:00,1
2019-12-11 12:36:00,1
2019-12-11 12:47:00,1
2019-12-11 13:35:00,1
2019-12-11 13:58:00,1
2019-12-11 15:19:00,1
2019-12-11 16:05:00,1
2019-12-11 16:18:00,1
2019-12-11 17:26:00,1
2019-12-11 17:40:00,1
2019-12-11 19:00:00,1
2019-12-11 19:56:00,1
2019-12-11 20:00:00,1
2019-12-11 20:22:00,1
2019-12-11 21:09:00,1
2019-12-11 21:11:00,1
2019-12-11 23:06:00,1
