146,select distinct parent from DBViewCols where viewname=&&&
2019-12-11 01:20:00,2
2019-12-11 03:27:00,28
2019-12-11 03:28:00,32
2019-12-11 03:32:00,17
2019-12-11 03:33:00,4
2019-12-11 04:03:00,1
2019-12-11 05:20:00,1
2019-12-11 05:26:00,1
2019-12-11 05:37:00,2
2019-12-11 05:56:00,1
2019-12-11 06:04:00,1
2019-12-11 06:05:00,5
2019-12-11 06:06:00,1
2019-12-11 06:12:00,3
2019-12-11 06:14:00,4
2019-12-11 06:16:00,4
2019-12-11 07:01:00,1
2019-12-11 07:07:00,1
2019-12-11 07:33:00,1
2019-12-11 07:40:00,1
2019-12-11 08:01:00,1
2019-12-11 08:36:00,1
2019-12-11 10:52:00,1
2019-12-11 10:55:00,1
2019-12-11 10:59:00,4
2019-12-11 11:00:00,1
2019-12-11 11:18:00,3
2019-12-11 13:46:00,1
2019-12-11 13:47:00,2
2019-12-11 13:48:00,1
2019-12-11 13:50:00,3
2019-12-11 13:52:00,1
2019-12-11 14:30:00,1
2019-12-11 15:53:00,4
2019-12-11 16:40:00,1
2019-12-11 16:53:00,1
2019-12-11 23:15:00,1
2019-12-11 23:47:00,1
2019-12-11 23:50:00,3
2019-12-11 23:53:00,2
2019-12-11 23:57:00,1
