635,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-12-11 03:21:00,1
2019-12-11 03:22:00,42
2019-12-11 03:23:00,44
2019-12-11 03:24:00,1
2019-12-11 03:25:00,43
2019-12-11 04:33:00,15
2019-12-11 04:38:00,24
2019-12-11 04:51:00,1
2019-12-11 04:57:00,81
2019-12-11 05:43:00,6
2019-12-11 05:46:00,17
2019-12-11 05:47:00,15
2019-12-11 05:48:00,33
2019-12-11 05:49:00,30
2019-12-11 05:50:00,17
2019-12-11 05:51:00,36
2019-12-11 05:52:00,34
2019-12-11 05:53:00,52
2019-12-11 05:54:00,11
2019-12-11 05:55:00,28
2019-12-11 05:56:00,26
2019-12-11 05:57:00,8
2019-12-11 05:58:00,3
2019-12-11 08:14:00,1
2019-12-11 08:15:00,3
2019-12-11 14:14:00,27
2019-12-11 14:15:00,2
2019-12-11 14:18:00,27
2019-12-11 14:48:00,1
2019-12-11 15:51:00,1
2019-12-11 18:28:00,1
2019-12-11 18:34:00,1
2019-12-11 18:37:00,1
2019-12-11 18:43:00,1
2019-12-11 23:22:00,1
