216,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-12-11 04:05:00,2
2019-12-11 07:35:00,19
2019-12-11 08:15:00,1
2019-12-11 08:18:00,1
2019-12-11 09:30:00,1
2019-12-11 09:45:00,1
2019-12-11 11:20:00,1
2019-12-11 12:15:00,1
2019-12-11 12:18:00,7
2019-12-11 13:15:00,2
2019-12-11 13:20:00,2
2019-12-11 14:25:00,1
2019-12-11 14:27:00,2
2019-12-11 15:10:00,3
2019-12-11 15:15:00,29
2019-12-11 15:16:00,32
2019-12-11 15:17:00,39
2019-12-11 15:18:00,36
2019-12-11 15:19:00,22
2019-12-11 16:15:00,1
2019-12-11 17:15:00,2
2019-12-11 19:25:00,5
2019-12-11 21:20:00,3
2019-12-11 22:25:00,3
