2,"SELECT   objID,ra,dec into mydb.Mag2#_#area3 FROM Galaxy WHERE   mode=#   AND type=#   AND petroRad_u># and petroRad_g># and petroRad_r># and petroRad_i># and petroRad_z># and petroRadErr_g>#   AND petroMag_g BETWEEN # and #   AND gal.ra BETWEEN # and #   AND gal.dec BETWEEN # and # ORDER BY objID"
2019-12-11 01:00:00,1
2019-12-11 01:36:00,1
