17,SELECT * FROM SDSS__DR1#
2019-12-11 12:57:00,1
2019-12-11 13:11:00,1
2019-12-11 13:26:00,1
2019-12-11 13:38:00,1
2019-12-11 13:55:00,1
2019-12-11 14:06:00,1
2019-12-11 15:49:00,1
2019-12-11 15:50:00,1
2019-12-11 15:53:00,1
2019-12-11 15:54:00,1
2019-12-11 16:22:00,1
2019-12-11 16:23:00,2
2019-12-11 16:31:00,1
2019-12-11 16:52:00,1
2019-12-11 18:47:00,1
2019-12-11 18:51:00,1
