2,"select row_number() over (ORDER BY (SELECT NULL))  as mpaid,* from galSpecIndx )  select    p.objID,   s.specObjID,   galSpecIndx_#.mpaid,   galSpecInfo.ra,   galSpecInfo.dec,     galSpecLine.oii_#_eqw,    galSpecLine.oii_#_eqw,    galSpecLine.h_alpha_eqw,   galSpecLine.h_delta_eqw,   emissionLinesPort.EW_OII_#,   emissionLinesPort.EW_OII_#,   emissionLinesPort.EW_Hd_#,   emissionLinesPort.EW_Ha_#,   s.snMedian_r,   stellarMassStarformingPort.logMass,   stellarMassStarformingPort.SFR,   galSpecExtra.lgm_tot_p5#,   galSpecExtra.sfr_tot_p5#,   galSpecInfo.z,   p.petroR5#_r  into mydb.dr1#_# from photoObjAll as p      join SpecObjAll as s on s.bestobjID = p.objID     join galSpecInfo on galSpecInfo.specObjId = s.specObjID     join galSpecIndx_# on galSpecIndx_#.specObjId = s.specObjID     join galSpecLine on galSpecLine.specObjId = s.specObjID     join galSpecExtra on galSpecExtra.specObjId = s.specObjID     join stellarMassStarformingPort on stellarMassStarformingPort.specObjId = s.specObjID     join emissionLinesPort on emissionLinesPort.specObjId = s.specObjID"
2019-12-11 04:59:00,1
2019-12-11 05:02:00,1
