84486,"SELECT aa_r,kk_r,airmass_r,gain_r,sky_r,skysig_r FROM Field where run=# AND rerun=# AND camcol=# AND field=#"
2019-12-11 20:17:00,247
2019-12-11 20:18:00,265
2019-12-11 20:19:00,119
2019-12-11 20:20:00,195
2019-12-11 20:21:00,299
2019-12-11 20:22:00,301
2019-12-11 20:23:00,317
2019-12-11 20:24:00,318
2019-12-11 20:25:00,320
2019-12-11 20:26:00,331
2019-12-11 20:27:00,277
2019-12-11 20:28:00,290
2019-12-11 20:29:00,139
2019-12-11 20:30:00,214
2019-12-11 20:31:00,99
2019-12-11 20:32:00,255
2019-12-11 20:33:00,209
2019-12-11 20:34:00,295
2019-12-11 20:35:00,327
2019-12-11 20:36:00,318
2019-12-11 20:37:00,283
2019-12-11 20:38:00,281
2019-12-11 20:39:00,288
2019-12-11 20:40:00,191
2019-12-11 20:41:00,179
2019-12-11 20:42:00,223
2019-12-11 20:43:00,217
2019-12-11 20:44:00,159
2019-12-11 20:45:00,253
2019-12-11 20:46:00,296
2019-12-11 20:47:00,309
2019-12-11 20:48:00,295
2019-12-11 20:49:00,290
2019-12-11 20:50:00,271
2019-12-11 20:51:00,138
2019-12-11 21:47:00,48
2019-12-11 21:48:00,69
2019-12-11 21:49:00,113
2019-12-11 21:50:00,231
2019-12-11 21:51:00,255
2019-12-11 21:52:00,257
2019-12-11 21:53:00,238
2019-12-11 21:54:00,249
2019-12-11 21:55:00,80
2019-12-11 21:56:00,127
2019-12-11 21:57:00,57
2019-12-11 21:58:00,23
2019-12-11 21:59:00,94
2019-12-11 22:00:00,47
2019-12-11 22:01:00,257
2019-12-11 22:02:00,265
2019-12-11 22:03:00,252
2019-12-11 22:04:00,241
2019-12-11 22:05:00,199
2019-12-11 22:06:00,190
2019-12-11 22:07:00,33
2019-12-11 22:08:00,13
2019-12-11 22:09:00,81
2019-12-11 22:10:00,131
2019-12-11 22:11:00,172
2019-12-11 22:12:00,286
2019-12-11 22:13:00,260
2019-12-11 22:14:00,267
2019-12-11 22:15:00,295
2019-12-11 22:16:00,221
2019-12-11 22:17:00,203
2019-12-11 22:18:00,69
2019-12-11 22:19:00,204
2019-12-11 22:20:00,198
2019-12-11 22:21:00,51
2019-12-11 22:22:00,148
2019-12-11 22:23:00,207
2019-12-11 22:24:00,250
2019-12-11 22:25:00,245
2019-12-11 22:26:00,254
2019-12-11 22:27:00,214
2019-12-11 22:28:00,54
2019-12-11 22:29:00,4
2019-12-11 22:33:00,15
2019-12-11 22:34:00,280
2019-12-11 22:35:00,219
2019-12-11 22:36:00,272
2019-12-11 22:37:00,266
2019-12-11 22:38:00,242
2019-12-11 22:39:00,164
2019-12-11 22:40:00,6
2019-12-11 22:41:00,75
2019-12-11 22:42:00,92
2019-12-11 22:43:00,11
2019-12-11 22:45:00,104
2019-12-11 22:46:00,208
2019-12-11 22:47:00,212
2019-12-11 22:48:00,234
2019-12-11 22:49:00,235
2019-12-11 22:50:00,210
2019-12-11 22:51:00,114
2019-12-11 22:52:00,84
2019-12-11 22:53:00,135
2019-12-11 22:54:00,122
2019-12-11 22:55:00,35
2019-12-11 22:56:00,44
2019-12-11 22:57:00,235
2019-12-11 22:58:00,210
2019-12-11 22:59:00,203
2019-12-11 23:00:00,241
2019-12-11 23:01:00,184
2019-12-11 23:02:00,134
2019-12-11 23:03:00,9
2019-12-11 23:04:00,5
2019-12-11 23:05:00,118
2019-12-11 23:06:00,46
2019-12-11 23:07:00,15
2019-12-11 23:08:00,198
2019-12-11 23:09:00,238
2019-12-11 23:10:00,214
2019-12-11 23:11:00,201
2019-12-11 23:12:00,219
2019-12-11 23:13:00,92
2019-12-11 23:15:00,3
2019-12-11 23:16:00,15
2019-12-11 23:17:00,105
2019-12-11 23:18:00,29
2019-12-11 23:19:00,116
2019-12-11 23:20:00,217
2019-12-11 23:21:00,200
2019-12-11 23:22:00,219
2019-12-11 23:23:00,206
2019-12-11 23:24:00,191
2019-12-11 23:25:00,2
2019-12-11 23:26:00,8
2019-12-11 23:30:00,83
2019-12-11 23:31:00,110
2019-12-11 23:32:00,210
2019-12-11 23:33:00,195
2019-12-11 23:34:00,244
2019-12-11 23:35:00,279
2019-12-11 23:36:00,23
2019-12-11 23:38:00,11
2019-12-11 23:42:00,178
2019-12-11 23:43:00,197
2019-12-11 23:44:00,213
2019-12-11 23:45:00,194
2019-12-11 23:46:00,206
2019-12-11 23:47:00,75
2019-12-11 23:48:00,10
2019-12-11 23:53:00,99
2019-12-11 23:54:00,193
2019-12-11 23:55:00,188
2019-12-11 23:56:00,135
2019-12-11 23:57:00,206
2019-12-11 23:58:00,176
2019-12-11 23:59:00,169
