84486,"SELECT aa_r,kk_r,airmass_r,gain_r,sky_r,skysig_r FROM Field where run=# AND rerun=# AND camcol=# AND field=#"
2019-12-11 16:21:00,231
2019-12-11 16:22:00,311
2019-12-11 16:23:00,330
2019-12-11 16:24:00,299
2019-12-11 16:25:00,310
2019-12-11 16:26:00,324
2019-12-11 16:27:00,233
2019-12-11 16:28:00,294
2019-12-11 16:29:00,268
2019-12-11 16:30:00,282
2019-12-11 16:31:00,256
2019-12-11 16:32:00,271
2019-12-11 16:33:00,282
2019-12-11 16:34:00,337
2019-12-11 16:35:00,299
2019-12-11 16:36:00,322
2019-12-11 16:37:00,313
2019-12-11 16:38:00,308
2019-12-11 16:39:00,16
2019-12-11 16:40:00,265
2019-12-11 16:42:00,25
2019-12-11 16:43:00,195
2019-12-11 16:44:00,330
2019-12-11 16:45:00,312
2019-12-11 16:46:00,313
2019-12-11 16:47:00,329
2019-12-11 16:48:00,304
2019-12-11 16:49:00,265
2019-12-11 16:50:00,286
2019-12-11 16:51:00,276
2019-12-11 16:52:00,117
2019-12-11 16:53:00,291
2019-12-11 16:54:00,319
2019-12-11 16:55:00,290
2019-12-11 16:56:00,293
2019-12-11 16:57:00,317
2019-12-11 16:58:00,311
2019-12-11 16:59:00,312
2019-12-11 17:00:00,266
2019-12-11 17:02:00,44
2019-12-11 17:03:00,1
2019-12-11 17:04:00,268
2019-12-11 17:05:00,232
2019-12-11 17:06:00,173
2019-12-11 17:07:00,197
2019-12-11 17:08:00,71
2019-12-11 17:09:00,68
2019-12-11 17:10:00,284
2019-12-11 17:11:00,291
2019-12-11 17:12:00,294
2019-12-11 17:13:00,291
2019-12-11 17:14:00,316
2019-12-11 17:15:00,143
2019-12-11 17:16:00,10
2019-12-11 17:17:00,9
2019-12-11 17:20:00,188
2019-12-11 17:21:00,262
2019-12-11 17:22:00,282
2019-12-11 17:23:00,150
2019-12-11 17:24:00,22
2019-12-11 17:25:00,1
2019-12-11 17:26:00,83
2019-12-11 17:27:00,285
2019-12-11 17:28:00,310
2019-12-11 17:29:00,316
2019-12-11 17:30:00,315
2019-12-11 17:31:00,280
2019-12-11 17:32:00,232
2019-12-11 17:33:00,293
2019-12-11 17:34:00,294
2019-12-11 17:35:00,201
2019-12-11 17:36:00,317
2019-12-11 17:37:00,324
2019-12-11 17:38:00,314
2019-12-11 17:39:00,317
2019-12-11 17:40:00,289
2019-12-11 17:41:00,284
2019-12-11 17:42:00,291
2019-12-11 17:43:00,290
2019-12-11 17:44:00,307
2019-12-11 17:45:00,285
2019-12-11 17:46:00,316
2019-12-11 17:47:00,303
2019-12-11 17:48:00,306
2019-12-11 17:49:00,268
2019-12-11 17:50:00,296
2019-12-11 17:51:00,241
2019-12-11 17:52:00,259
2019-12-11 17:53:00,229
2019-12-11 17:54:00,212
2019-12-11 17:55:00,260
2019-12-11 17:56:00,246
2019-12-11 17:57:00,274
2019-12-11 17:58:00,289
2019-12-11 17:59:00,325
2019-12-11 18:00:00,301
2019-12-11 18:01:00,299
2019-12-11 18:02:00,240
2019-12-11 18:03:00,280
2019-12-11 18:04:00,305
2019-12-11 18:05:00,295
2019-12-11 18:06:00,307
2019-12-11 18:07:00,236
2019-12-11 18:08:00,291
2019-12-11 18:09:00,300
2019-12-11 18:10:00,306
2019-12-11 18:11:00,282
2019-12-11 18:12:00,304
2019-12-11 18:13:00,210
2019-12-11 18:14:00,260
2019-12-11 18:15:00,242
2019-12-11 18:16:00,218
2019-12-11 18:17:00,5
2019-12-11 18:19:00,295
2019-12-11 18:20:00,301
2019-12-11 18:21:00,308
2019-12-11 18:22:00,291
2019-12-11 18:23:00,303
2019-12-11 18:24:00,295
2019-12-11 18:25:00,219
2019-12-11 18:26:00,300
2019-12-11 18:27:00,284
2019-12-11 18:28:00,285
2019-12-11 18:29:00,214
2019-12-11 18:30:00,302
2019-12-11 18:31:00,291
2019-12-11 18:32:00,307
2019-12-11 18:33:00,314
2019-12-11 18:34:00,290
2019-12-11 18:35:00,132
2019-12-11 18:36:00,126
2019-12-11 18:37:00,104
2019-12-11 18:38:00,122
2019-12-11 18:39:00,199
2019-12-11 18:40:00,166
2019-12-11 18:41:00,309
2019-12-11 18:42:00,315
2019-12-11 18:43:00,306
2019-12-11 18:44:00,256
2019-12-11 18:45:00,299
2019-12-11 18:46:00,292
2019-12-11 18:47:00,233
2019-12-11 18:48:00,273
2019-12-11 18:49:00,192
2019-12-11 18:50:00,201
2019-12-11 18:51:00,153
2019-12-11 18:52:00,5
2019-12-11 18:53:00,311
2019-12-11 18:54:00,304
2019-12-11 18:55:00,308
2019-12-11 18:56:00,314
2019-12-11 18:57:00,307
2019-12-11 18:58:00,284
2019-12-11 18:59:00,286
2019-12-11 19:00:00,256
2019-12-11 19:01:00,285
2019-12-11 19:02:00,172
2019-12-11 19:03:00,158
2019-12-11 19:04:00,295
2019-12-11 19:05:00,305
2019-12-11 19:06:00,319
2019-12-11 19:07:00,311
2019-12-11 19:08:00,308
2019-12-11 19:09:00,288
2019-12-11 19:10:00,315
2019-12-11 19:11:00,268
2019-12-11 19:12:00,239
2019-12-11 19:13:00,278
2019-12-11 19:14:00,106
2019-12-11 19:15:00,281
2019-12-11 19:16:00,311
2019-12-11 19:17:00,312
2019-12-11 19:18:00,320
2019-12-11 19:19:00,330
2019-12-11 19:20:00,223
2019-12-11 19:21:00,251
2019-12-11 19:22:00,280
2019-12-11 19:23:00,260
2019-12-11 19:24:00,296
2019-12-11 19:25:00,229
2019-12-11 19:26:00,274
2019-12-11 19:27:00,292
2019-12-11 19:28:00,299
2019-12-11 19:29:00,298
2019-12-11 19:30:00,295
2019-12-11 19:31:00,261
2019-12-11 19:32:00,294
2019-12-11 19:33:00,247
2019-12-11 19:34:00,248
2019-12-11 19:35:00,90
2019-12-11 19:36:00,155
2019-12-11 19:37:00,306
2019-12-11 19:38:00,288
2019-12-11 19:39:00,309
2019-12-11 19:40:00,316
2019-12-11 19:41:00,285
2019-12-11 19:42:00,278
2019-12-11 19:43:00,245
2019-12-11 19:44:00,148
2019-12-11 19:45:00,144
2019-12-11 19:47:00,109
2019-12-11 19:48:00,191
2019-12-11 19:49:00,321
2019-12-11 19:50:00,278
2019-12-11 19:51:00,296
2019-12-11 19:52:00,313
2019-12-11 19:53:00,286
2019-12-11 19:54:00,250
2019-12-11 19:55:00,206
2019-12-11 19:56:00,241
2019-12-11 19:57:00,92
2019-12-11 19:58:00,17
2019-12-11 19:59:00,76
2019-12-11 20:00:00,242
2019-12-11 20:01:00,328
2019-12-11 20:02:00,313
2019-12-11 20:03:00,297
2019-12-11 20:04:00,326
2019-12-11 20:05:00,292
2019-12-11 20:06:00,268
2019-12-11 20:07:00,194
2019-12-11 20:08:00,128
2019-12-11 20:09:00,108
2019-12-11 20:10:00,3
2019-12-11 20:11:00,225
2019-12-11 20:12:00,315
2019-12-11 20:13:00,321
2019-12-11 20:14:00,328
2019-12-11 20:15:00,312
2019-12-11 20:16:00,309
