36,select * from sppLines where specObjId=#
2019-12-11 00:23:00,1
2019-12-11 01:30:00,1
2019-12-11 02:57:00,1
2019-12-11 06:17:00,1
2019-12-11 06:30:00,1
2019-12-11 07:01:00,1
2019-12-11 08:03:00,1
2019-12-11 09:05:00,1
2019-12-11 09:10:00,1
2019-12-11 10:30:00,1
2019-12-11 10:31:00,1
2019-12-11 10:48:00,1
2019-12-11 11:54:00,1
2019-12-11 11:56:00,1
2019-12-11 12:53:00,1
2019-12-11 12:59:00,1
2019-12-11 14:10:00,1
2019-12-11 15:20:00,1
2019-12-11 15:41:00,1
2019-12-11 16:16:00,1
2019-12-11 16:23:00,1
2019-12-11 16:40:00,1
2019-12-11 17:25:00,1
2019-12-11 18:04:00,1
2019-12-11 18:09:00,1
2019-12-11 18:13:00,1
2019-12-11 18:25:00,1
2019-12-11 18:26:00,1
2019-12-11 18:29:00,1
2019-12-11 18:39:00,1
2019-12-11 18:41:00,1
2019-12-11 19:51:00,1
2019-12-11 20:14:00,1
2019-12-11 20:25:00,1
2019-12-11 20:56:00,1
2019-12-11 22:22:00,1
