64,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-12-11 05:03:00,1
2019-12-11 05:25:00,1
2019-12-11 05:26:00,2
2019-12-11 07:42:00,1
2019-12-11 07:43:00,2
2019-12-11 09:31:00,1
2019-12-11 10:33:00,2
2019-12-11 10:49:00,2
2019-12-11 10:50:00,3
2019-12-11 12:10:00,2
2019-12-11 12:12:00,1
2019-12-11 15:24:00,1
2019-12-11 15:25:00,1
2019-12-11 15:28:00,1
2019-12-11 15:32:00,2
2019-12-11 15:38:00,1
2019-12-11 15:52:00,1
2019-12-11 15:57:00,1
2019-12-11 16:05:00,1
2019-12-11 16:13:00,1
2019-12-11 16:21:00,1
2019-12-11 16:26:00,1
2019-12-11 16:28:00,1
2019-12-11 16:31:00,1
2019-12-11 16:33:00,1
2019-12-11 16:34:00,4
2019-12-11 16:35:00,1
2019-12-11 16:40:00,1
2019-12-11 17:16:00,3
2019-12-11 17:28:00,1
2019-12-11 17:29:00,4
2019-12-11 17:46:00,1
2019-12-11 17:48:00,1
2019-12-11 17:55:00,1
2019-12-11 18:00:00,1
2019-12-11 18:09:00,1
2019-12-11 18:11:00,1
2019-12-11 21:13:00,1
2019-12-11 21:45:00,2
2019-12-11 21:48:00,1
2019-12-11 21:50:00,1
2019-12-11 22:47:00,1
2019-12-11 23:26:00,1
2019-12-11 23:44:00,1
2019-12-11 23:45:00,1
2019-12-11 23:46:00,1
2019-12-11 23:47:00,1
