4119,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-12-11 01:46:00,2
2019-12-11 23:33:00,262
2019-12-11 23:34:00,393
2019-12-11 23:35:00,19
2019-12-11 23:36:00,185
2019-12-11 23:37:00,37
2019-12-11 23:39:00,1
2019-12-11 23:40:00,8
2019-12-11 23:41:00,9
2019-12-11 23:42:00,14
2019-12-11 23:43:00,15
2019-12-11 23:44:00,15
2019-12-11 23:45:00,16
2019-12-11 23:46:00,17
2019-12-11 23:47:00,19
2019-12-11 23:48:00,18
2019-12-11 23:49:00,64
2019-12-11 23:50:00,339
2019-12-11 23:51:00,326
2019-12-11 23:52:00,478
2019-12-11 23:53:00,554
2019-12-11 23:54:00,552
2019-12-11 23:55:00,385
2019-12-11 23:56:00,318
2019-12-11 23:57:00,72
2019-12-11 23:58:00,1
