22,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-09-01 04:37:00,1
2019-09-01 04:39:00,1
2019-09-01 04:42:00,1
2019-09-01 04:47:00,1
2019-09-01 04:56:00,1
2019-09-01 05:13:00,1
2019-09-01 07:08:00,1
2019-09-01 07:10:00,1
2019-09-01 07:13:00,1
2019-09-01 07:18:00,1
2019-09-01 07:27:00,1
2019-09-01 07:44:00,1
2019-09-01 08:07:00,1
2019-09-01 08:12:00,1
2019-09-01 08:21:00,1
2019-09-01 08:39:00,1
2019-09-01 14:12:00,1
2019-09-01 16:22:00,1
2019-09-01 16:25:00,1
2019-09-01 16:30:00,1
2019-09-01 16:39:00,1
2019-09-01 16:57:00,1
