3,"SELECT u.up_col0 as [col0],     p.objID, p.ra, p.dec FROM #upload u       JOIN #x x ON x.up_id = u.up_id       JOIN PhotoTag p ON p.objID = x.objID  ORDER BY x.up_id"
2019-09-01 04:02:00,1
2019-09-01 04:04:00,1
2019-09-01 04:08:00,1
