51,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-09-01 00:45:00,1
2019-09-01 01:45:00,1
2019-09-01 02:45:00,1
2019-09-01 03:45:00,1
2019-09-01 04:45:00,1
2019-09-01 05:45:00,1
2019-09-01 06:45:00,1
2019-09-01 07:36:00,2
2019-09-01 07:37:00,7
2019-09-01 07:44:00,1
2019-09-01 08:44:00,1
2019-09-01 09:45:00,1
2019-09-01 09:57:00,1
2019-09-01 10:45:00,1
2019-09-01 11:45:00,1
2019-09-01 12:20:00,1
2019-09-01 12:28:00,1
2019-09-01 12:45:00,1
2019-09-01 13:45:00,1
2019-09-01 14:13:00,1
2019-09-01 14:45:00,1
2019-09-01 15:12:00,9
2019-09-01 15:45:00,1
2019-09-01 16:45:00,1
2019-09-01 17:44:00,1
2019-09-01 18:45:00,1
2019-09-01 19:29:00,9
2019-09-01 19:45:00,1
