660,select * from fDocFunctionParams(&&&)
2019-09-01 00:19:00,1
2019-09-01 01:24:00,1
2019-09-01 01:28:00,1
2019-09-01 01:55:00,1
2019-09-01 01:56:00,12
2019-09-01 01:57:00,8
2019-09-01 01:58:00,2
2019-09-01 04:04:00,1
2019-09-01 04:19:00,20
2019-09-01 04:20:00,4
2019-09-01 06:38:00,1
2019-09-01 07:37:00,22
2019-09-01 08:45:00,2
2019-09-01 08:47:00,34
2019-09-01 08:48:00,6
2019-09-01 09:06:00,1
2019-09-01 09:16:00,4
2019-09-01 09:17:00,6
2019-09-01 09:18:00,1
2019-09-01 09:22:00,8
2019-09-01 09:23:00,2
2019-09-01 09:24:00,2
2019-09-01 09:51:00,1
2019-09-01 10:55:00,1
2019-09-01 11:01:00,1
2019-09-01 11:11:00,3
2019-09-01 11:16:00,1
2019-09-01 11:17:00,1
2019-09-01 11:18:00,2
2019-09-01 12:44:00,2
2019-09-01 13:21:00,14
2019-09-01 13:22:00,11
2019-09-01 13:23:00,14
2019-09-01 13:24:00,10
2019-09-01 13:25:00,11
2019-09-01 13:26:00,14
2019-09-01 13:27:00,12
2019-09-01 13:28:00,11
2019-09-01 13:29:00,13
2019-09-01 13:30:00,12
2019-09-01 13:31:00,8
2019-09-01 13:32:00,12
2019-09-01 13:33:00,12
2019-09-01 13:34:00,11
2019-09-01 13:35:00,13
2019-09-01 13:36:00,13
2019-09-01 13:37:00,11
2019-09-01 13:38:00,12
2019-09-01 13:39:00,12
2019-09-01 13:40:00,9
2019-09-01 13:53:00,1
2019-09-01 13:54:00,1
2019-09-01 17:07:00,1
2019-09-01 17:40:00,1
2019-09-01 17:46:00,2
2019-09-01 18:19:00,8
2019-09-01 18:20:00,8
2019-09-01 18:21:00,6
2019-09-01 18:22:00,6
2019-09-01 18:28:00,2
2019-09-01 18:30:00,2
2019-09-01 20:20:00,1
2019-09-01 20:58:00,1
2019-09-01 21:20:00,1
2019-09-01 21:43:00,1
2019-09-01 22:26:00,1
2019-09-01 22:53:00,1
2019-09-01 22:54:00,1
2019-09-01 22:55:00,5
2019-09-01 22:56:00,6
2019-09-01 22:57:00,6
2019-09-01 22:58:00,4
2019-09-01 22:59:00,5
2019-09-01 23:00:00,7
2019-09-01 23:01:00,6
2019-09-01 23:02:00,7
2019-09-01 23:03:00,3
2019-09-01 23:04:00,5
2019-09-01 23:05:00,4
2019-09-01 23:06:00,4
2019-09-01 23:07:00,7
2019-09-01 23:08:00,6
2019-09-01 23:09:00,6
2019-09-01 23:10:00,5
2019-09-01 23:11:00,3
2019-09-01 23:12:00,5
2019-09-01 23:13:00,7
2019-09-01 23:14:00,5
2019-09-01 23:15:00,5
2019-09-01 23:16:00,6
2019-09-01 23:17:00,5
2019-09-01 23:18:00,5
2019-09-01 23:19:00,5
2019-09-01 23:20:00,6
2019-09-01 23:21:00,6
2019-09-01 23:22:00,6
2019-09-01 23:23:00,5
2019-09-01 23:24:00,6
2019-09-01 23:25:00,4
2019-09-01 23:26:00,5
2019-09-01 23:27:00,6
2019-09-01 23:28:00,5
2019-09-01 23:29:00,4
2019-09-01 23:30:00,6
2019-09-01 23:31:00,4
2019-09-01 23:32:00,3
2019-09-01 23:33:00,4
2019-09-01 23:34:00,4
2019-09-01 23:35:00,6
2019-09-01 23:36:00,7
2019-09-01 23:37:00,5
2019-09-01 23:38:00,4
