98,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-09-01 00:35:00,6
2019-09-01 00:50:00,1
2019-09-01 01:05:00,8
2019-09-01 01:35:00,12
2019-09-01 11:35:00,3
2019-09-01 12:35:00,1
2019-09-01 14:35:00,13
2019-09-01 15:35:00,12
2019-09-01 16:35:00,1
2019-09-01 17:37:00,1
2019-09-01 18:35:00,1
2019-09-01 21:35:00,7
2019-09-01 21:50:00,8
2019-09-01 22:05:00,8
2019-09-01 22:15:00,5
2019-09-01 22:35:00,7
2019-09-01 22:36:00,2
2019-09-01 22:55:00,2
