49,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-03-20 01:21:00,1
2019-03-20 01:23:00,2
2019-03-20 03:47:00,2
2019-03-20 04:47:00,3
2019-03-20 04:48:00,3
2019-03-20 05:47:00,1
2019-03-20 07:24:00,1
2019-03-20 08:49:00,1
2019-03-20 12:37:00,1
2019-03-20 12:39:00,1
2019-03-20 13:00:00,1
2019-03-20 13:01:00,3
2019-03-20 13:02:00,3
2019-03-20 13:06:00,2
2019-03-20 13:07:00,1
2019-03-20 13:08:00,2
2019-03-20 13:09:00,1
2019-03-20 13:10:00,2
2019-03-20 13:11:00,2
2019-03-20 13:12:00,2
2019-03-20 13:15:00,2
2019-03-20 13:16:00,1
2019-03-20 13:17:00,2
2019-03-20 13:18:00,3
2019-03-20 13:19:00,2
2019-03-20 13:21:00,2
2019-03-20 13:22:00,1
2019-03-20 21:15:00,1
