1076,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-03-20 21:23:00,19
2019-03-20 21:24:00,22
2019-03-20 21:25:00,22
2019-03-20 21:26:00,26
2019-03-20 21:27:00,22
2019-03-20 21:28:00,20
2019-03-20 21:29:00,19
2019-03-20 21:30:00,37
2019-03-20 21:31:00,28
2019-03-20 21:32:00,38
2019-03-20 21:33:00,42
2019-03-20 21:34:00,40
2019-03-20 21:35:00,49
2019-03-20 21:36:00,41
2019-03-20 21:37:00,21
2019-03-20 21:38:00,21
2019-03-20 21:39:00,22
2019-03-20 21:40:00,32
2019-03-20 21:41:00,22
2019-03-20 21:42:00,21
2019-03-20 21:43:00,22
2019-03-20 21:44:00,24
2019-03-20 21:45:00,21
2019-03-20 21:46:00,20
2019-03-20 21:47:00,20
2019-03-20 21:48:00,20
2019-03-20 21:49:00,24
2019-03-20 21:50:00,24
2019-03-20 21:51:00,24
2019-03-20 21:52:00,27
2019-03-20 21:53:00,27
2019-03-20 21:54:00,19
2019-03-20 21:55:00,19
2019-03-20 21:56:00,22
2019-03-20 21:57:00,23
2019-03-20 21:58:00,21
2019-03-20 22:00:00,17
2019-03-20 22:01:00,36
2019-03-20 22:02:00,53
2019-03-20 22:03:00,21
2019-03-20 22:04:00,25
2019-03-20 22:05:00,3
