120,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-03-20 00:00:00,1
2019-03-20 00:04:00,10
2019-03-20 00:06:00,1
2019-03-20 00:07:00,2
2019-03-20 00:08:00,2
2019-03-20 00:09:00,2
2019-03-20 00:10:00,1
2019-03-20 00:11:00,4
2019-03-20 00:13:00,4
2019-03-20 00:15:00,1
2019-03-20 00:16:00,3
2019-03-20 00:22:00,2
2019-03-20 00:24:00,2
2019-03-20 00:25:00,3
2019-03-20 00:26:00,1
2019-03-20 00:27:00,1
2019-03-20 00:28:00,2
2019-03-20 00:29:00,1
2019-03-20 00:30:00,2
2019-03-20 00:31:00,1
2019-03-20 00:35:00,10
2019-03-20 00:40:00,9
2019-03-20 00:41:00,1
2019-03-20 00:46:00,10
2019-03-20 00:47:00,1
2019-03-20 00:49:00,3
2019-03-20 00:50:00,3
2019-03-20 00:52:00,2
2019-03-20 00:59:00,1
2019-03-20 01:00:00,2
2019-03-20 01:01:00,1
2019-03-20 01:02:00,1
2019-03-20 01:03:00,3
2019-03-20 01:04:00,1
2019-03-20 01:05:00,3
2019-03-20 01:06:00,1
2019-03-20 01:07:00,1
2019-03-20 01:08:00,2
2019-03-20 01:10:00,4
2019-03-20 01:15:00,1
2019-03-20 01:16:00,2
2019-03-20 01:17:00,1
2019-03-20 01:19:00,4
2019-03-20 01:24:00,1
2019-03-20 01:30:00,1
2019-03-20 01:31:00,1
2019-03-20 01:32:00,2
2019-03-20 01:33:00,2
