8001,"SELECT G.objID as sdss_ID, G.ra as RA, G.dec as DEC, P.z as redshift, p.zErr as redshift_err, G.modelMag_u as MODEL_MAG_U, G.modelMag_g as MODEL_MAG_G, G.modelMag_r as MODEL_MAG_R, G.modelMag_i as MODEL_MAG_I, G.modelMag_z as MODEL_MAG_Z, G.modelMagErr_u as MODEL_MAG_U_err, G.modelMagErr_g as MODEL_MAG_G_err, G.modelMagErr_r as MODEL_MAG_R_err, G.modelMagErr_i as MODEL_MAG_I_err, G.modelMagErr_z as MODEL_MAG_Z_err, P.absMagU, P.absMagG, P.absMagR, P.absMagI, P.absMagZ FROM Galaxy as G JOIN dbo.fGetNearbyObjEq(#,#,#) AS GN ON G.objID = GN.objID JOIN Photoz as P ON P.objID = G.objID"
2019-03-20 18:45:00,26
2019-03-20 18:46:00,35
2019-03-20 18:47:00,23
2019-03-20 18:48:00,18
2019-03-20 18:49:00,32
2019-03-20 18:50:00,26
2019-03-20 18:51:00,32
2019-03-20 18:52:00,30
2019-03-20 18:53:00,35
2019-03-20 18:54:00,28
2019-03-20 18:55:00,29
2019-03-20 18:56:00,31
2019-03-20 18:57:00,42
2019-03-20 18:58:00,36
2019-03-20 18:59:00,30
2019-03-20 19:00:00,40
2019-03-20 19:01:00,38
2019-03-20 19:02:00,39
2019-03-20 19:03:00,41
2019-03-20 19:04:00,35
2019-03-20 19:05:00,33
2019-03-20 19:06:00,41
2019-03-20 19:07:00,40
2019-03-20 19:08:00,39
2019-03-20 19:09:00,38
2019-03-20 19:10:00,39
2019-03-20 19:11:00,37
2019-03-20 19:12:00,38
2019-03-20 19:13:00,39
2019-03-20 19:14:00,36
2019-03-20 19:15:00,33
2019-03-20 19:16:00,36
2019-03-20 19:17:00,37
2019-03-20 19:18:00,40
2019-03-20 19:19:00,38
2019-03-20 19:20:00,36
2019-03-20 19:21:00,35
2019-03-20 19:22:00,31
2019-03-20 19:23:00,35
2019-03-20 19:24:00,34
2019-03-20 19:25:00,36
2019-03-20 19:26:00,43
2019-03-20 19:27:00,33
2019-03-20 19:28:00,35
2019-03-20 19:29:00,34
2019-03-20 19:30:00,37
2019-03-20 19:31:00,34
2019-03-20 19:32:00,43
2019-03-20 19:33:00,45
2019-03-20 19:34:00,47
2019-03-20 19:35:00,49
2019-03-20 19:36:00,40
2019-03-20 19:37:00,34
2019-03-20 19:38:00,29
2019-03-20 19:39:00,46
2019-03-20 19:40:00,49
2019-03-20 19:41:00,39
2019-03-20 19:42:00,47
2019-03-20 19:43:00,35
2019-03-20 19:44:00,43
2019-03-20 19:45:00,44
2019-03-20 19:46:00,48
2019-03-20 19:47:00,36
2019-03-20 19:48:00,45
2019-03-20 19:49:00,45
2019-03-20 19:50:00,51
2019-03-20 19:51:00,50
2019-03-20 19:52:00,42
2019-03-20 19:53:00,46
2019-03-20 19:54:00,24
2019-03-20 19:55:00,43
2019-03-20 19:56:00,48
2019-03-20 19:57:00,45
2019-03-20 19:58:00,47
2019-03-20 19:59:00,43
2019-03-20 20:00:00,47
2019-03-20 20:01:00,37
2019-03-20 20:02:00,27
2019-03-20 20:03:00,37
