18,"SELECT deVMagErr_u, deVMagErr_i FROM PhotoObjAll WHERE objID = #"
2019-03-20 15:39:00,1
2019-03-20 15:40:00,3
2019-03-20 15:41:00,4
2019-03-20 15:42:00,5
2019-03-20 15:43:00,4
2019-03-20 15:44:00,1
