153,select * from Photoz where objid=#
2019-03-20 00:06:00,1
2019-03-20 02:09:00,1
2019-03-20 03:35:00,1
2019-03-20 04:21:00,1
2019-03-20 04:42:00,1
2019-03-20 05:51:00,1
2019-03-20 09:22:00,1
2019-03-20 10:08:00,1
2019-03-20 10:20:00,1
2019-03-20 11:30:00,1
2019-03-20 13:06:00,1
2019-03-20 13:10:00,1
2019-03-20 13:44:00,1
2019-03-20 13:48:00,1
2019-03-20 13:54:00,1
2019-03-20 14:11:00,1
2019-03-20 14:12:00,1
2019-03-20 14:20:00,1
2019-03-20 14:55:00,1
2019-03-20 14:57:00,1
2019-03-20 15:01:00,1
2019-03-20 15:13:00,1
2019-03-20 15:46:00,1
2019-03-20 15:48:00,1
2019-03-20 15:57:00,1
2019-03-20 16:03:00,1
2019-03-20 17:02:00,1
2019-03-20 17:27:00,1
2019-03-20 18:03:00,1
2019-03-20 18:17:00,1
2019-03-20 18:58:00,1
2019-03-20 19:00:00,1
2019-03-20 19:20:00,1
2019-03-20 19:25:00,9
2019-03-20 19:26:00,22
2019-03-20 19:27:00,17
2019-03-20 19:28:00,17
2019-03-20 19:29:00,24
2019-03-20 19:30:00,18
2019-03-20 19:37:00,1
2019-03-20 20:32:00,1
2019-03-20 20:47:00,1
2019-03-20 21:16:00,1
2019-03-20 21:17:00,1
2019-03-20 21:19:00,1
2019-03-20 21:57:00,1
2019-03-20 22:06:00,1
2019-03-20 22:16:00,1
2019-03-20 22:26:00,1
2019-03-20 22:49:00,1
2019-03-20 23:05:00,1
2019-03-20 23:23:00,1
