158,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-03-20 08:23:00,2
2019-03-20 08:24:00,2
2019-03-20 08:25:00,2
2019-03-20 08:27:00,2
2019-03-20 08:47:00,1
2019-03-20 08:48:00,1
2019-03-20 08:49:00,2
2019-03-20 08:51:00,1
2019-03-20 09:39:00,2
2019-03-20 09:40:00,2
2019-03-20 09:41:00,2
2019-03-20 09:43:00,2
2019-03-20 10:03:00,2
2019-03-20 10:04:00,2
2019-03-20 10:07:00,2
2019-03-20 10:52:00,2
2019-03-20 10:53:00,2
2019-03-20 10:54:00,2
2019-03-20 10:55:00,2
2019-03-20 11:15:00,1
2019-03-20 11:16:00,1
2019-03-20 11:17:00,1
2019-03-20 11:19:00,1
2019-03-20 12:18:00,2
2019-03-20 12:19:00,2
2019-03-20 12:20:00,2
2019-03-20 12:22:00,2
2019-03-20 12:57:00,4
2019-03-20 12:58:00,4
2019-03-20 13:08:00,2
2019-03-20 13:09:00,2
2019-03-20 13:10:00,2
2019-03-20 13:12:00,2
2019-03-20 13:41:00,2
2019-03-20 13:42:00,2
2019-03-20 13:43:00,2
2019-03-20 13:44:00,2
2019-03-20 14:04:00,2
2019-03-20 14:05:00,2
2019-03-20 14:06:00,2
2019-03-20 14:08:00,2
2019-03-20 14:45:00,2
2019-03-20 14:46:00,2
2019-03-20 14:47:00,2
2019-03-20 14:49:00,2
2019-03-20 15:52:00,2
2019-03-20 15:53:00,2
2019-03-20 15:54:00,2
2019-03-20 15:56:00,2
2019-03-20 16:17:00,1
2019-03-20 16:18:00,2
2019-03-20 16:19:00,2
2019-03-20 16:21:00,2
2019-03-20 16:53:00,10
2019-03-20 16:54:00,4
2019-03-20 16:55:00,8
2019-03-20 16:56:00,6
2019-03-20 16:57:00,6
2019-03-20 16:58:00,6
2019-03-20 17:18:00,2
2019-03-20 17:19:00,2
2019-03-20 17:20:00,2
2019-03-20 17:22:00,2
2019-03-20 17:49:00,2
2019-03-20 17:50:00,2
2019-03-20 17:52:00,2
2019-03-20 17:53:00,2
