7797,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-03-20 21:42:00,76
2019-03-20 21:43:00,51
2019-03-20 21:44:00,55
2019-03-20 21:45:00,65
2019-03-20 21:46:00,60
2019-03-20 21:47:00,57
2019-03-20 21:48:00,50
2019-03-20 21:49:00,37
2019-03-20 21:50:00,53
2019-03-20 21:51:00,57
2019-03-20 21:52:00,68
2019-03-20 21:53:00,43
2019-03-20 21:54:00,60
2019-03-20 21:55:00,49
2019-03-20 21:56:00,49
2019-03-20 21:57:00,50
2019-03-20 21:58:00,51
2019-03-20 21:59:00,44
2019-03-20 22:00:00,42
2019-03-20 22:01:00,38
2019-03-20 22:02:00,53
2019-03-20 22:03:00,55
2019-03-20 22:04:00,50
2019-03-20 22:05:00,45
2019-03-20 22:06:00,59
2019-03-20 22:07:00,54
2019-03-20 22:08:00,55
2019-03-20 22:09:00,51
2019-03-20 22:10:00,61
2019-03-20 22:11:00,55
2019-03-20 22:12:00,56
2019-03-20 22:13:00,65
2019-03-20 22:14:00,77
2019-03-20 22:15:00,69
2019-03-20 22:16:00,67
2019-03-20 22:17:00,77
2019-03-20 22:18:00,120
2019-03-20 22:19:00,87
2019-03-20 22:20:00,90
2019-03-20 22:21:00,99
2019-03-20 22:22:00,118
2019-03-20 22:23:00,130
2019-03-20 22:24:00,181
2019-03-20 22:25:00,190
2019-03-20 22:26:00,176
2019-03-20 22:27:00,137
2019-03-20 22:28:00,109
2019-03-20 22:29:00,116
2019-03-20 22:30:00,83
2019-03-20 22:31:00,97
2019-03-20 22:32:00,85
2019-03-20 22:33:00,48
2019-03-20 22:34:00,43
2019-03-20 22:35:00,32
2019-03-20 22:36:00,33
2019-03-20 22:37:00,27
2019-03-20 22:38:00,34
2019-03-20 22:39:00,33
2019-03-20 22:40:00,30
2019-03-20 22:41:00,36
2019-03-20 22:42:00,31
2019-03-20 22:43:00,30
2019-03-20 22:44:00,30
2019-03-20 22:45:00,34
2019-03-20 22:46:00,29
2019-03-20 22:47:00,30
2019-03-20 22:48:00,35
2019-03-20 22:49:00,31
2019-03-20 22:50:00,32
2019-03-20 22:51:00,31
2019-03-20 22:52:00,31
2019-03-20 22:53:00,33
2019-03-20 22:54:00,32
2019-03-20 22:55:00,29
2019-03-20 22:56:00,31
2019-03-20 22:57:00,34
2019-03-20 22:58:00,28
2019-03-20 22:59:00,35
2019-03-20 23:00:00,32
2019-03-20 23:01:00,32
2019-03-20 23:02:00,36
2019-03-20 23:03:00,32
2019-03-20 23:04:00,28
2019-03-20 23:05:00,25
2019-03-20 23:06:00,35
2019-03-20 23:07:00,29
2019-03-20 23:08:00,32
2019-03-20 23:09:00,29
2019-03-20 23:10:00,40
2019-03-20 23:11:00,32
2019-03-20 23:12:00,26
2019-03-20 23:13:00,30
2019-03-20 23:14:00,26
2019-03-20 23:15:00,30
2019-03-20 23:16:00,27
2019-03-20 23:17:00,31
2019-03-20 23:18:00,24
2019-03-20 23:19:00,29
2019-03-20 23:20:00,29
2019-03-20 23:21:00,29
2019-03-20 23:22:00,27
2019-03-20 23:23:00,21
2019-03-20 23:24:00,26
2019-03-20 23:25:00,26
2019-03-20 23:26:00,26
2019-03-20 23:27:00,29
2019-03-20 23:28:00,32
2019-03-20 23:29:00,30
2019-03-20 23:30:00,57
2019-03-20 23:31:00,64
2019-03-20 23:32:00,65
2019-03-20 23:33:00,97
2019-03-20 23:34:00,108
2019-03-20 23:35:00,109
2019-03-20 23:36:00,135
2019-03-20 23:37:00,115
2019-03-20 23:38:00,107
2019-03-20 23:39:00,87
2019-03-20 23:40:00,83
2019-03-20 23:41:00,74
2019-03-20 23:42:00,74
2019-03-20 23:43:00,57
2019-03-20 23:44:00,58
2019-03-20 23:45:00,64
2019-03-20 23:46:00,65
2019-03-20 23:47:00,57
2019-03-20 23:48:00,65
2019-03-20 23:49:00,51
2019-03-20 23:50:00,67
2019-03-20 23:51:00,64
2019-03-20 23:52:00,62
2019-03-20 23:53:00,62
2019-03-20 23:54:00,50
2019-03-20 23:55:00,62
2019-03-20 23:56:00,60
2019-03-20 23:57:00,79
2019-03-20 23:58:00,62
2019-03-20 23:59:00,53
