2012,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-03-20 00:44:00,20
2019-03-20 00:45:00,34
2019-03-20 00:46:00,35
2019-03-20 00:47:00,34
2019-03-20 00:48:00,35
2019-03-20 00:49:00,36
2019-03-20 00:50:00,38
2019-03-20 00:51:00,38
2019-03-20 00:52:00,38
2019-03-20 00:53:00,32
2019-03-20 00:54:00,27
2019-03-20 00:55:00,21
2019-03-20 00:56:00,3
2019-03-20 16:31:00,6
2019-03-20 16:32:00,6
2019-03-20 16:33:00,6
2019-03-20 16:34:00,7
2019-03-20 16:35:00,6
2019-03-20 16:36:00,7
2019-03-20 16:37:00,6
2019-03-20 16:38:00,6
2019-03-20 16:39:00,7
2019-03-20 16:40:00,7
2019-03-20 16:41:00,5
2019-03-20 16:42:00,7
2019-03-20 16:43:00,6
2019-03-20 16:44:00,7
2019-03-20 16:45:00,8
2019-03-20 16:46:00,6
2019-03-20 16:47:00,7
2019-03-20 16:48:00,6
2019-03-20 16:49:00,7
2019-03-20 16:50:00,7
2019-03-20 16:51:00,6
2019-03-20 16:52:00,6
2019-03-20 16:53:00,5
2019-03-20 16:54:00,7
2019-03-20 16:55:00,7
2019-03-20 16:56:00,7
2019-03-20 16:57:00,6
2019-03-20 16:58:00,7
2019-03-20 16:59:00,7
2019-03-20 17:00:00,7
2019-03-20 17:01:00,6
2019-03-20 17:02:00,7
2019-03-20 17:03:00,7
2019-03-20 17:04:00,6
2019-03-20 17:05:00,7
2019-03-20 17:06:00,8
2019-03-20 17:07:00,6
2019-03-20 17:08:00,8
2019-03-20 17:09:00,6
2019-03-20 17:10:00,7
2019-03-20 17:11:00,7
2019-03-20 17:12:00,7
2019-03-20 17:13:00,7
2019-03-20 17:14:00,7
2019-03-20 17:15:00,5
2019-03-20 17:16:00,6
2019-03-20 17:17:00,7
2019-03-20 17:18:00,6
2019-03-20 17:19:00,7
2019-03-20 17:20:00,6
2019-03-20 17:21:00,7
2019-03-20 17:22:00,6
2019-03-20 17:23:00,7
2019-03-20 17:24:00,7
2019-03-20 17:25:00,6
2019-03-20 17:26:00,8
2019-03-20 17:27:00,7
2019-03-20 17:28:00,7
2019-03-20 17:29:00,4
2019-03-20 20:13:00,1
2019-03-20 20:19:00,1
2019-03-20 20:28:00,1
2019-03-20 20:34:00,4
2019-03-20 20:35:00,18
2019-03-20 20:36:00,4
2019-03-20 20:37:00,6
2019-03-20 20:38:00,5
2019-03-20 20:39:00,5
2019-03-20 20:40:00,5
2019-03-20 20:41:00,6
2019-03-20 20:42:00,5
2019-03-20 20:43:00,5
2019-03-20 20:44:00,7
2019-03-20 20:45:00,6
2019-03-20 20:46:00,5
2019-03-20 20:47:00,6
2019-03-20 20:48:00,5
2019-03-20 20:49:00,6
2019-03-20 20:50:00,6
2019-03-20 20:51:00,5
2019-03-20 20:52:00,4
2019-03-20 20:53:00,5
2019-03-20 20:54:00,7
2019-03-20 20:55:00,6
2019-03-20 20:56:00,7
2019-03-20 20:57:00,6
2019-03-20 20:58:00,7
2019-03-20 20:59:00,6
2019-03-20 21:00:00,7
2019-03-20 21:01:00,7
2019-03-20 21:02:00,7
2019-03-20 21:03:00,6
2019-03-20 21:04:00,8
2019-03-20 21:05:00,6
2019-03-20 21:06:00,7
2019-03-20 21:07:00,6
2019-03-20 21:08:00,7
2019-03-20 21:09:00,8
2019-03-20 21:10:00,6
2019-03-20 21:11:00,7
2019-03-20 21:12:00,6
2019-03-20 21:13:00,6
2019-03-20 21:14:00,5
2019-03-20 21:15:00,5
2019-03-20 21:16:00,4
2019-03-20 21:17:00,5
2019-03-20 21:18:00,6
2019-03-20 21:19:00,5
2019-03-20 21:20:00,5
