5,"SELECT TOP # bestObjID, z FROM SpecObj WHERE class=&&& AND survey=&&&  AND zWarning = #  AND z BETWEEN # AND #"
2019-03-20 21:30:00,2
2019-03-20 21:31:00,1
2019-03-20 21:33:00,1
2019-03-20 21:37:00,1
