57,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-03-20 05:35:00,2
2019-03-20 05:40:00,5
2019-03-20 05:45:00,1
2019-03-20 06:10:00,1
2019-03-20 06:55:00,3
2019-03-20 07:55:00,1
2019-03-20 08:35:00,1
2019-03-20 08:40:00,1
2019-03-20 09:55:00,2
2019-03-20 10:50:00,2
2019-03-20 10:55:00,2
2019-03-20 11:40:00,1
2019-03-20 11:45:00,1
2019-03-20 13:45:00,7
2019-03-20 13:50:00,3
2019-03-20 15:05:00,1
2019-03-20 15:35:00,5
2019-03-20 15:40:00,2
2019-03-20 15:45:00,3
2019-03-20 16:05:00,7
2019-03-20 16:10:00,2
2019-03-20 16:40:00,1
2019-03-20 16:45:00,2
2019-03-20 16:50:00,1
