30,select * from SpecObjAll where specObjId=#
2019-03-20 00:47:00,1
2019-03-20 00:53:00,1
2019-03-20 01:06:00,1
2019-03-20 01:08:00,1
2019-03-20 01:10:00,1
2019-03-20 01:20:00,1
2019-03-20 02:07:00,1
2019-03-20 02:10:00,1
2019-03-20 02:14:00,1
2019-03-20 03:20:00,1
2019-03-20 11:08:00,1
2019-03-20 11:45:00,1
2019-03-20 12:40:00,6
2019-03-20 12:41:00,6
2019-03-20 13:48:00,1
2019-03-20 18:34:00,1
2019-03-20 18:43:00,1
2019-03-20 19:50:00,1
2019-03-20 21:01:00,1
2019-03-20 23:25:00,1
