6,"SELECT   p.ra, p.dec,p.u, p.g, p.r, p.i, p.z,  p.err_u,p.err_g,p.err_r,p.err_i,p.err_z into mydb.MyTable_#    from dbo.PhotoObjAll AS p,   dbo.fgetNearByObjEq(#, # ,#) n         where p.objid = n.objid"
2019-03-20 08:53:00,1
2019-03-20 08:57:00,2
2019-03-20 08:58:00,1
2019-03-20 09:09:00,1
2019-03-20 09:12:00,1
