488,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-03-20 00:10:00,1
2019-03-20 01:17:00,42
2019-03-20 03:49:00,42
2019-03-20 07:28:00,42
2019-03-20 08:01:00,8
2019-03-20 08:02:00,102
2019-03-20 11:00:00,18
2019-03-20 11:08:00,42
2019-03-20 13:02:00,18
2019-03-20 13:26:00,42
2019-03-20 13:59:00,42
2019-03-20 16:30:00,1
2019-03-20 16:49:00,42
2019-03-20 17:12:00,1
2019-03-20 18:22:00,1
2019-03-20 19:20:00,1
2019-03-20 19:28:00,1
2019-03-20 20:37:00,42
