60,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-01 00:40:00,2
2019-04-01 03:35:00,1
2019-04-01 04:40:00,1
2019-04-01 05:50:00,1
2019-04-01 05:55:00,1
2019-04-01 08:35:00,1
2019-04-01 08:40:00,1
2019-04-01 08:45:00,17
2019-04-01 08:50:00,8
2019-04-01 09:05:00,2
2019-04-01 10:45:00,2
2019-04-01 11:35:00,1
2019-04-01 11:50:00,3
2019-04-01 11:55:00,1
2019-04-01 12:50:00,1
2019-04-01 12:55:00,1
2019-04-01 13:35:00,5
2019-04-01 13:45:00,3
2019-04-01 14:05:00,2
2019-04-01 14:45:00,1
2019-04-01 14:55:00,2
2019-04-01 15:05:00,1
2019-04-01 16:05:00,1
2019-04-01 22:15:00,1
