166,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-04-01 02:38:00,4
2019-04-01 03:02:00,4
2019-04-01 05:08:00,4
2019-04-01 05:33:00,4
2019-04-01 05:50:00,4
2019-04-01 06:01:00,4
2019-04-01 06:15:00,4
2019-04-01 06:22:00,4
2019-04-01 06:31:00,4
2019-04-01 06:47:00,4
2019-04-01 08:29:00,4
2019-04-01 18:00:00,6
2019-04-01 18:01:00,12
2019-04-01 18:02:00,12
2019-04-01 18:03:00,6
2019-04-01 18:04:00,6
2019-04-01 18:05:00,16
2019-04-01 18:06:00,12
2019-04-01 18:07:00,4
2019-04-01 21:44:00,3
2019-04-01 21:45:00,2
2019-04-01 21:46:00,3
2019-04-01 21:48:00,2
2019-04-01 21:50:00,4
2019-04-01 21:53:00,1
2019-04-01 21:54:00,1
2019-04-01 21:55:00,4
2019-04-01 21:56:00,2
2019-04-01 21:57:00,2
2019-04-01 21:59:00,4
2019-04-01 22:03:00,4
2019-04-01 22:04:00,2
2019-04-01 22:05:00,2
2019-04-01 22:06:00,4
2019-04-01 22:08:00,4
2019-04-01 22:11:00,2
2019-04-01 22:12:00,2
